Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.995",,"VBIMycAfr123451_0995","PATRIC.572418.5.NC_015758.CDS.1010758.1010913.fwd","PATRIC","CDS",1010758,1010913,156,"+","FIG00820575","PLF_1763_00003435","PGF_02412494",,51,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.996",,"VBIMycAfr123451_0996","PATRIC.572418.5.NC_015758.CDS.1011020.1011217.fwd","PATRIC","CDS",1011020,1011217,198,"+","FIG00821392","PLF_1763_00175027","PGF_02525069",,65,,"Uncharacterized protein MSMEG_5635",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.997","MAF_09190","VBIMycAfr123451_0997","PATRIC.572418.5.NC_015758.CDS.1011223.1011657.fwd","PATRIC","CDS",1011223,1011657,435,"+","FIG00820675","PLF_1763_00011206","PGF_08225224","YP_004722615.1",144,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.998","MAF_09200","VBIMycAfr123451_0998","PATRIC.572418.5.NC_015758.CDS.1011803.1012528.fwd","PATRIC","CDS",1011803,1012528,726,"+","FIG01326450","PLF_1763_00150744","PGF_08073198","YP_004722616.1",241,,"Putative hydroxylase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.999","MAF_09210","VBIMycAfr123451_0999","PATRIC.572418.5.NC_015758.CDS.1012623.1013042.fwd","PATRIC","CDS",1012623,1013042,420,"+","FIG00662132","PLF_1763_00002354","PGF_02937204","YP_004722617.1",139,,"putative membrane protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1000",,"VBIMycAfr123451_1000","PATRIC.572418.5.NC_015758.CDS.1013177.1013407.rev","PATRIC","CDS",1013177,1013407,231,"-","FIG01388643","PLF_1763_00003405","PGF_02412477",,76,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1001","MAF_09220","VBIMycAfr123451_1001","PATRIC.572418.5.NC_015758.CDS.1013574.1015082.rev","PATRIC","CDS",1013574,1015082,1509,"-","FIG01358959","PLF_1763_00002206","PGF_00016956","YP_004722618.1",502,,"Lignostilbene-alpha,beta-dioxygenase and related enzymes",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1002","MAF_09230","VBIMycAfr123451_1002","PATRIC.572418.5.NC_015758.CDS.1015084.1016322.rev","PATRIC","CDS",1015084,1016322,1239,"-","FIG01279374","PLF_1763_00001411","PGF_00419687","YP_004722619.1",412,,"3-ketoacyl-CoA thiolase (EC 2.3.1.16)","GO:0003988|acetyl-CoA C-acyltransferase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1003","MAF_09240","VBIMycAfr123451_1003","PATRIC.572418.5.NC_015758.CDS.1016415.1017686.rev","PATRIC","CDS",1016415,1017686,1272,"-","FIG00013075","PLF_1763_00002606","PGF_03080563","YP_004722620.1",423,"PPE14","PPE family protein, SVP subgroup => PPE14",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1004","MAF_09250","VBIMycAfr123451_1004","PATRIC.572418.5.NC_015758.CDS.1017701.1017886.rev","PATRIC","CDS",1017701,1017886,186,"-",,"PLF_1763_00003533","PGF_03106143","YP_004722621.1",61,"PE7","PE family protein => PE7",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1005",,"VBIMycAfr123451_1005","PATRIC.572418.5.NC_015758.CDS.1017912.1018055.fwd","PATRIC","CDS",1017912,1018055,144,"+","FIG00823280","PLF_1763_00003726","PGF_02412658",,47,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1006","MAF_09260","VBIMycAfr123451_1006","PATRIC.572418.5.NC_015758.CDS.1018444.1020225.fwd","PATRIC","CDS",1018444,1020225,1782,"+","FIG00001690","PLF_1763_00002759","PGF_00979882","YP_004722622.1",593,"betP","High-affinity choline uptake protein BetT",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.8","MAF_00070","VBIMycAfr123451_0008","PATRIC.572418.5.NC_015758.CDS.10191.10829.fwd","PATRIC","CDS",10191,10829,639,"+","FIG00735262","PLF_1763_00000963","PGF_00003705","YP_004721732.1",212,,"FIG187021: hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1007",,"VBIMycAfr123451_1007","PATRIC.572418.5.NC_015758.CDS.1020225.1020479.fwd","PATRIC","CDS",1020225,1020479,255,"+","FIG00821312","PLF_1763_00003792","PGF_02412782",,84,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1008","MAF_09270","VBIMycAfr123451_1008","PATRIC.572418.5.NC_015758.CDS.1020757.1021044.fwd","PATRIC","CDS",1020757,1021044,288,"+","FIG00021257","PLF_1763_00003102","PGF_02411065","YP_004722623.1",95,,"FIG032766: hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1009","MAF_09280","VBIMycAfr123451_1009","PATRIC.572418.5.NC_015758.CDS.1021260.1021541.fwd","PATRIC","CDS",1021260,1021541,282,"+",,"PLF_1763_00003042","PGF_09675703","YP_004722624.1",93,,"FIG001353: Acetyltransferase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1010",,"VBIMycAfr123451_1010","PATRIC.572418.5.NC_015758.CDS.1021527.1021673.rev","PATRIC","CDS",1021527,1021673,147,"-","FIG00820367","PLF_1763_00004157","PGF_02414573",,48,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1011","MAF_09290","VBIMycAfr123451_1011","PATRIC.572418.5.NC_015758.CDS.1021854.1023158.rev","PATRIC","CDS",1021854,1023158,1305,"-","FIG01354948","PLF_1763_00002965","PGF_09978608","YP_004722625.1",434,,"Transposase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1012","MAF_09300","VBIMycAfr123451_1012","PATRIC.572418.5.NC_015758.CDS.1023488.1024042.fwd","PATRIC","CDS",1023488,1024042,555,"+","FIG01329993","PLF_1763_00002626","PGF_01803500","YP_004722626.1",184,,"Resolvase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1013","MAF_09310","VBIMycAfr123451_1013","PATRIC.572418.5.NC_015758.CDS.1024054.1025694.fwd","PATRIC","CDS",1024054,1025694,1641,"+","FIG01314079","PLF_1763_00003010","PGF_08225224","YP_004722627.1",546,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1014","MAF_09320","VBIMycAfr123451_1014","PATRIC.572418.5.NC_015758.CDS.1025870.1026934.rev","PATRIC","CDS",1025870,1026934,1065,"-","FIG00823129","PLF_1763_00290311","PGF_08225224","YP_004722628.1",354,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1015","MAF_09330","VBIMycAfr123451_1015","PATRIC.572418.5.NC_015758.CDS.1026935.1028221.rev","PATRIC","CDS",1026935,1028221,1287,"-","FIG00554286","PLF_1763_00000777","PGF_00905234","YP_004722629.1",428,"mntH","Manganese transport protein MntH","GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1016","MAF_09340","VBIMycAfr123451_1016","PATRIC.572418.5.NC_015758.CDS.1028253.1028990.rev","PATRIC","CDS",1028253,1028990,738,"-","FIG01313164","PLF_1763_00002855","PGF_00070873","YP_004722630.1",245,,"BRAMP",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1017","MAF_09350","VBIMycAfr123451_1017","PATRIC.572418.5.NC_015758.CDS.1029067.1030143.rev","PATRIC","CDS",1029067,1030143,1077,"-","FIG00820001","PLF_1763_00000707","PGF_04150638","YP_004722631.1",358,,"Oxidoreductase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1018","MAF_09360","VBIMycAfr123451_1018","PATRIC.572418.5.NC_015758.CDS.1030197.1030988.rev","PATRIC","CDS",1030197,1030988,792,"-","FIG01308941","PLF_1763_00001132","PGF_10532194","YP_004722632.1",263,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1019","MAF_09370","VBIMycAfr123451_1019","PATRIC.572418.5.NC_015758.CDS.1031260.1032372.fwd","PATRIC","CDS",1031260,1032372,1113,"+","FIG00010508","PLF_1763_00000518","PGF_07668761","YP_004722633.1",370,"pstS3","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1020","MAF_09380","VBIMycAfr123451_1020","PATRIC.572418.5.NC_015758.CDS.1032385.1033359.fwd","PATRIC","CDS",1032385,1033359,975,"+","FIG00018561","PLF_1763_00001708","PGF_02405545","YP_004722634.1",324,"pstC2","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1021","MAF_09390","VBIMycAfr123451_1021","PATRIC.572418.5.NC_015758.CDS.1033356.1034270.fwd","PATRIC","CDS",1033356,1034270,915,"+","FIG00083946","PLF_1763_00001754","PGF_01072302","YP_004722635.1",304,"pstA1","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1022","MAF_09400","VBIMycAfr123451_1022","PATRIC.572418.5.NC_015758.CDS.1034277.1036271.rev","PATRIC","CDS",1034277,1036271,1995,"-","FIG01395884","PLF_1763_00000122","PGF_00051509","YP_004722636.1",664,"pknD","Serine/threonine-protein kinase PknD (EC 2.7.11.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1023","MAF_09410","VBIMycAfr123451_1023","PATRIC.572418.5.NC_015758.CDS.1036293.1037405.rev","PATRIC","CDS",1036293,1037405,1113,"-","FIG00010508","PLF_1763_00002126","PGF_07668761","YP_004722637.1",370,"pstS2","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1024",,"VBIMycAfr123451_1024","PATRIC.572418.5.NC_015758.CDS.1037621.1038070.fwd","PATRIC","CDS",1037621,1038070,450,"+","FIG00011114","PLF_1763_00000162","PGF_06213055",,149,,"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.105","MAF_00950","VBIMycAfr123451_0105","PATRIC.572418.5.NC_015758.CDS.103798.104751.rev","PATRIC","CDS",103798,104751,954,"-","FIG00820827","PLF_1763_00042741","PGF_05503590","YP_004721820.1",317,,"13E12 repeat family protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1025",,"VBIMycAfr123451_1025","PATRIC.572418.5.NC_015758.CDS.1038131.1038451.fwd","PATRIC","CDS",1038131,1038451,321,"+","FIG00011114","PLF_1763_00000162","PGF_06213055",,106,,"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1026","MAF_09430","VBIMycAfr123451_1026","PATRIC.572418.5.NC_015758.CDS.1038472.1039596.fwd","PATRIC","CDS",1038472,1039596,1125,"+","FIG00010508","PLF_1763_00001734","PGF_07668761","YP_004722638.1",374,"pstS1","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1027","MAF_09440","VBIMycAfr123451_1027","PATRIC.572418.5.NC_015758.CDS.1039656.1040672.fwd","PATRIC","CDS",1039656,1040672,1017,"+","FIG00018561","PLF_1763_00002637","PGF_02405545","YP_004722639.1",338,"pstC1","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1028","MAF_09450","VBIMycAfr123451_1028","PATRIC.572418.5.NC_015758.CDS.1040674.1041579.fwd","PATRIC","CDS",1040674,1041579,906,"+","FIG00083946","PLF_1763_00002078","PGF_01072302","YP_004722640.1",301,"pstA2","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1029","MAF_09460","VBIMycAfr123451_1029","PATRIC.572418.5.NC_015758.CDS.1041556.1042431.rev","PATRIC","CDS",1041556,1042431,876,"-","FIG00001754","PLF_1763_00001062","PGF_03152833","YP_004722641.1",291,,"Ku domain protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1030","MAF_09470","VBIMycAfr123451_1030","PATRIC.572418.5.NC_015758.CDS.1042493.1044772.fwd","PATRIC","CDS",1042493,1044772,2280,"+","FIG00002268","PLF_1763_00000794","PGF_00017227","YP_004722642.1",759,,"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1031","MAF_09480","VBIMycAfr123451_1031","PATRIC.572418.5.NC_015758.CDS.1044769.1046703.fwd","PATRIC","CDS",1044769,1046703,1935,"+","FIG00001596","PLF_1763_00001832","PGF_00006512","YP_004722643.1",644,,"Fumarylacetoacetate hydrolase family protein / MBL-fold metallo-hydrolase superfamily",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1032","MAF_09490","VBIMycAfr123451_1032","PATRIC.572418.5.NC_015758.CDS.1046950.1047816.rev","PATRIC","CDS",1046950,1047816,867,"-","FIG01353725","PLF_1763_00001257","PGF_03023540","YP_004722644.1",288,,"Hydride transferase 1 (Fragment)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.106",,"VBIMycAfr123451_0106","PATRIC.572418.5.NC_015758.CDS.104744.104863.fwd","PATRIC","CDS",104744,104863,120,"+","FIG01804231","PLF_1763_00000014","PGF_03982285",,39,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1033","MAF_09500","VBIMycAfr123451_1033","PATRIC.572418.5.NC_015758.CDS.1047901.1048674.rev","PATRIC","CDS",1047901,1048674,774,"-","FIG00823383","PLF_1763_00091612","PGF_08225224","YP_004722645.1",257,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1034",,"VBIMycAfr123451_1034","PATRIC.572418.5.NC_015758.CDS.1048974.1049087.rev","PATRIC","CDS",1048974,1049087,114,"-","FIG01329647","PLF_1763_00003290","PGF_02411971",,37,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1035","MAF_09520","VBIMycAfr123451_1035","PATRIC.572418.5.NC_015758.CDS.1049053.1050093.rev","PATRIC","CDS",1049053,1050093,1041,"-","FIG00975774","PLF_1763_00002379","PGF_03395814","YP_004722647.1",346,,"Cyclohexanone monooxygenase (EC 1.14.13.22)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1036","MAF_09530","VBIMycAfr123451_1036","PATRIC.572418.5.NC_015758.CDS.1050116.1050598.fwd","PATRIC","CDS",1050116,1050598,483,"+","FIG00035634","PLF_1763_00000913","PGF_05740384","YP_004722648.1",160,,"Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)","GO:0008534|oxidized purine base lesion DNA N-glycosylase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1037","MAF_09540","VBIMycAfr123451_1037","PATRIC.572418.5.NC_015758.CDS.1050616.1051365.fwd","PATRIC","CDS",1050616,1051365,750,"+","FIG01955289","PLF_1763_00001280","PGF_10357867","YP_004722649.1",249,,"Short chain dehydrogenase family protein Rv0945",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1038","MAF_09550","VBIMycAfr123451_1038","PATRIC.572418.5.NC_015758.CDS.1051381.1053042.rev","PATRIC","CDS",1051381,1053042,1662,"-","FIG00000245","PLF_1763_00000505","PGF_10505717","YP_004722650.1",553,"pgi","Glucose-6-phosphate isomerase (EC 5.3.1.9)","GO:0004347|glucose-6-phosphate isomerase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1039",,"VBIMycAfr123451_1039","PATRIC.572418.5.NC_015758.CDS.1053143.1053331.rev","PATRIC","CDS",1053143,1053331,189,"-","FIG00820065","PLF_1763_00003665","PGF_00927695",,62,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1040","MAF_09560","VBIMycAfr123451_1040","PATRIC.572418.5.NC_015758.CDS.1053657.1053797.rev","PATRIC","CDS",1053657,1053797,141,"-",,"PLF_1763_00003821","PGF_02412870","YP_004722651.1",46,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1041",,"VBIMycAfr123451_1041","PATRIC.572418.5.NC_015758.CDS.1053804.1053998.fwd","PATRIC","CDS",1053804,1053998,195,"+","FIG00820093","PLF_1763_00004039","PGF_02413761",,64,,"hypothetical protein",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1042","MAF_09570","VBIMycAfr123451_1042","PATRIC.572418.5.NC_015758.CDS.1054003.1054275.rev","PATRIC","CDS",1054003,1054275,273,"-","FIG00001498","PLF_1763_00001130","PGF_06895470","YP_004722652.1",90,,"Chorismate mutase I (EC 5.4.99.5)","GO:0004106|chorismate mutase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.107","MAF_00970","VBIMycAfr123451_0107","PATRIC.572418.5.NC_015758.CDS.105410.106801.fwd","PATRIC","CDS",105410,106801,1392,"+","FIG00013075","PLF_1763_00037180","PGF_03142458","YP_004721822.1",463,"PPE1","PPE family protein, PPW subgroup => PPE1",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1043","MAF_09580","VBIMycAfr123451_1043","PATRIC.572418.5.NC_015758.CDS.1054617.1056932.fwd","PATRIC","CDS",1054617,1056932,2316,"+","FIG00000372","PLF_1763_00000306","PGF_10471233","YP_004722653.1",771,"uvrD1","ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1044","MAF_09590","VBIMycAfr123451_1044","PATRIC.572418.5.NC_015758.CDS.1057013.1058044.rev","PATRIC","CDS",1057013,1058044,1032,"-","FIG00821878","PLF_1763_00341244","PGF_00032080","YP_004722654.1",343,,"Phage peptidoglycan binding endopeptidase",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1045","MAF_09600","VBIMycAfr123451_1045","PATRIC.572418.5.NC_015758.CDS.1058321.1059484.fwd","PATRIC","CDS",1058321,1059484,1164,"+","FIG00000337","PLF_1763_00000312","PGF_00054528","YP_004722655.1",387,"sucC","Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)","GO:0004775|succinate-CoA ligase (ADP-forming) activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1046","MAF_09610","VBIMycAfr123451_1046","PATRIC.572418.5.NC_015758.CDS.1059497.1060408.fwd","PATRIC","CDS",1059497,1060408,912,"+","FIG00038611","PLF_1763_00001352","PGF_00853393","YP_004722656.1",303,"sucD","Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)","GO:0004775|succinate-CoA ligase (ADP-forming) activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1047","MAF_09620","VBIMycAfr123451_1047","PATRIC.572418.5.NC_015758.CDS.1060471.1061319.rev","PATRIC","CDS",1060471,1061319,849,"-","FIG01353725","PLF_1763_00001512","PGF_05086807","YP_004722657.1",282,,"N5,N10-methylenetetrahydromethanopterin reductase-related protein, MSMEG5498 family",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1048","MAF_09630","VBIMycAfr123451_1048","PATRIC.572418.5.NC_015758.CDS.1061484.1062395.fwd","PATRIC","CDS",1061484,1062395,912,"+","FIG00820205","PLF_1763_00008068","PGF_00952582","YP_004722658.1",303,,"antigen 34 kDa",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1049","MAF_09640","VBIMycAfr123451_1049","PATRIC.572418.5.NC_015758.CDS.1062522.1063802.fwd","PATRIC","CDS",1062522,1063802,1281,"+","FIG00945483","PLF_1763_00000571","PGF_02421137","YP_004722659.1",426,,"FIG021574: Possible membrane protein related to de Novo purine biosynthesis",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1050","MAF_09650","VBIMycAfr123451_1050","PATRIC.572418.5.NC_015758.CDS.1064053.1064565.fwd","PATRIC","CDS",1064053,1064565,513,"+","FIG00000253","PLF_1763_00000870","PGF_00033968","YP_004722660.1",170,"purN","Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)","GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1051","MAF_09660","VBIMycAfr123451_1051","PATRIC.572418.5.NC_015758.CDS.1064562.1066133.fwd","PATRIC","CDS",1064562,1066133,1572,"+","FIG00000275","PLF_1763_00000299","PGF_00013509","YP_004722661.1",523,"purH","IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)","GO:0003937|IMP cyclohydrolase activity;GO:0004643|phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1052","MAF_09670","VBIMycAfr123451_1052","PATRIC.572418.5.NC_015758.CDS.1066240.1067619.fwd","PATRIC","CDS",1066240,1067619,1380,"+","FIG00019368","PLF_1763_00001683","PGF_00018577","YP_004722662.1",459,,"Magnesium chelatase, subunit ChlI (EC 6.6.1.1)",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1053","MAF_09680","VBIMycAfr123451_1053","PATRIC.572418.5.NC_015758.CDS.1067612.1069630.fwd","PATRIC","CDS",1067612,1069630,2019,"+","FIG00019045","PLF_1763_00001565","PGF_00002584","YP_004722663.1",672,,"FIG019045: long form Mg-chelase associated protein with vWA domain",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.108","MAF_00980","VBIMycAfr123451_0108","PATRIC.572418.5.NC_015758.CDS.106820.107689.fwd","PATRIC","CDS",106820,107689,870,"+","FIG01321859","PLF_1763_00002060","PGF_00409913","YP_004721823.1",289,,"putative oxidoreductase Rv0097",
"Mycobacterium africanum GM041182","572418.5","NC_015758","fig|572418.5.peg.1054",,"VBIMycAfr123451_1054","PATRIC.572418.5.NC_015758.CDS.1069684.1069905.fwd","PATRIC","CDS",1069684,1069905,222,"+","FIG00037033","PLF_1763_00003369","PGF_02412450",,73,,"antitoxin VapB9 @ Antitoxin 1",
