Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.32","MBO_300025",,"PATRIC.1765.317.CDHH01000002.CDS.24958.26652.rev","PATRIC","CDS",24958,26652,1695,"-","FIG00821171","PLF_1763_00122388","PGF_00018217",,564,,"MCE-family protein MceF",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.33","MBO_300026",,"PATRIC.1765.317.CDHH01000002.CDS.26663.27817.rev","PATRIC","CDS",26663,27817,1155,"-","FIG00819998","PLF_1763_00001180","PGF_00018201",,384,,"MCE-family lipoprotein MceE",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.34","MBO_300027",,"PATRIC.1765.317.CDHH01000002.CDS.27814.29166.rev","PATRIC","CDS",27814,29166,1353,"-","FIG00820669","PLF_1763_00001438","PGF_03064922",,450,,"MCE-family protein MceD",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.35","MBO_300028",,"PATRIC.1765.317.CDHH01000002.CDS.29166.30239.rev","PATRIC","CDS",29166,30239,1074,"-","FIG00821293","PLF_1763_00001519","PGF_02404638",,357,,"MCE-family protein MceC",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.3",,,"PATRIC.1765.317.CDHH01000002.CDS.3.143.fwd","PATRIC","CDS",3,143,141,"+","FIG00820827","PLF_1763_00042741","PGF_05503590",,46,,"13E12 repeat family protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.36","MBO_300029",,"PATRIC.1765.317.CDHH01000002.CDS.30229.31281.rev","PATRIC","CDS",30229,31281,1053,"-","FIG00763551","PLF_1763_00039848","PGF_00018208",,350,,"MCE-family protein MceB",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.37","MBO_300030",,"PATRIC.1765.317.CDHH01000002.CDS.31281.32483.rev","PATRIC","CDS",31281,32483,1203,"-","FIG00820494","PLF_1763_00000966","PGF_04295225",,400,,"MCE-family protein MceA",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.38","MBO_300031",,"PATRIC.1765.317.CDHH01000002.CDS.32503.33345.rev","PATRIC","CDS",32503,33345,843,"-","FIG00691621","PLF_1763_00000883","PGF_00419400",,280,,"Conserved hypothetical integral membrane protein YrbEb",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.39","MBO_300032",,"PATRIC.1765.317.CDHH01000002.CDS.33380.34144.rev","PATRIC","CDS",33380,34144,765,"-","FIG00690583","PLF_1763_00233772","PGF_00419399",,254,,"Conserved hypothetical integral membrane protein YrbEa",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.40","MBO_300033",,"PATRIC.1765.317.CDHH01000002.CDS.34370.35323.rev","PATRIC","CDS",34370,35323,954,"-","FIG00026991","PLF_1763_00001095","PGF_00037340",,317,,"Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-)","GO:0008748|N-ethylmaleimide reductase activity;GO:0008748|reduced coenzyme F420 dehydrogenase activity;GO:0008748|sulfur oxygenase reductase activity;GO:0008748|malolactic enzyme activity;GO:0008748|NADPH:sulfur oxidoreductase activity;GO:0008748|epoxyqueuosine reductase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.41",,,"PATRIC.1765.317.CDHH01000002.CDS.35348.35539.rev","PATRIC","CDS",35348,35539,192,"-","FIG00001676","PLF_1763_00001240","PGF_08546938",,63,,"Ferredoxin",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.42","MBO_300034",,"PATRIC.1765.317.CDHH01000002.CDS.35754.36956.fwd","PATRIC","CDS",35754,36956,1203,"+","FIG00457540","PLF_1763_00000513","PGF_00031341",,400,,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE26","GO:0004085|butyryl-CoA dehydrogenase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.43","MBO_300035",,"PATRIC.1765.317.CDHH01000002.CDS.36981.38102.fwd","PATRIC","CDS",36981,38102,1122,"+","FIG00009849","PLF_1763_00000237","PGF_00031561",,373,,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE27","GO:0004085|butyryl-CoA dehydrogenase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.44","MBO_300036",,"PATRIC.1765.317.CDHH01000002.CDS.38173.39681.fwd","PATRIC","CDS",38173,39681,1509,"+","FIG00018699","PLF_1763_00001064","PGF_00017547",,502,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD17","GO:0004467|long-chain fatty acid-CoA ligase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.45",,,"PATRIC.1765.317.CDHH01000002.CDS.39852.43784.fwd","PATRIC","CDS",39852,43784,3933,"+","FIG00638284","PLF_1763_00003996","PGF_03027553",,1310,,"PE_PGRS family protein => PE_PGRS53",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.46",,,"PATRIC.1765.317.CDHH01000002.CDS.44075.44152.fwd","PATRIC","CDS",44075,44152,78,"+",,"PLF_1763_00048004","PGF_08225224",,26,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.8","MBO_300006",,"PATRIC.1765.317.CDHH01000002.CDS.4627.5133.fwd","PATRIC","CDS",4627,5133,507,"+","FIG00820397","PLF_1763_00188346","PGF_00326557",,168,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.9","MBO_300007",,"PATRIC.1765.317.CDHH01000002.CDS.5213.6115.rev","PATRIC","CDS",5213,6115,903,"-","FIG01321097","PLF_1763_00002225","PGF_06574151",,300,,"Hydrolase, alpha/beta fold family",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.10","MBO_300008",,"PATRIC.1765.317.CDHH01000002.CDS.6278.7135.rev","PATRIC","CDS",6278,7135,858,"-","FIG00006384","PLF_1763_00001941","PGF_00142666",,285,,"Probable dicarboxylic acid transport integral membrane protein KgtP",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.12","MBO_300010",,"PATRIC.1765.317.CDHH01000002.CDS.8064.8360.fwd","PATRIC","CDS",8064,8360,297,"+","FIG01311212","PLF_1763_00003613","PGF_00358316",,98,,"PE family protein => PE31",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.14",,,"PATRIC.1765.317.CDHH01000002.CDS.9633.9815.fwd","PATRIC","CDS",9633,9815,183,"+","FIG01351987","PLF_1763_00063207","PGF_10301884",,60,,"patatin-related protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000002","fig|1765.317.peg.15","MBO_300012",,"PATRIC.1765.317.CDHH01000002.CDS.9816.11117.fwd","PATRIC","CDS",9816,11117,1302,"+","FIG01351987","PLF_1763_00063207","PGF_10301884",,433,,"patatin-related protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.59","MBO_300049",,"PATRIC.1765.317.CDHH01000003.CDS.11223.11633.fwd","PATRIC","CDS",11223,11633,411,"+","FIG00994618","PLF_1763_00001191","PGF_08225224",,136,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.60","MBO_300050",,"PATRIC.1765.317.CDHH01000003.CDS.11643.12542.rev","PATRIC","CDS",11643,12542,900,"-","FIG00821000","PLF_1763_00002842","PGF_03120908",,299,,"FIG00821001: hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.61",,,"PATRIC.1765.317.CDHH01000003.CDS.12535.13173.rev","PATRIC","CDS",12535,13173,639,"-","FIG01303902","PLF_1763_00002052","PGF_00046533",,212,,"RNA polymerase sigma-D factor",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.62",,,"PATRIC.1765.317.CDHH01000003.CDS.13191.13982.rev","PATRIC","CDS",13191,13982,792,"-","FIG00822850","PLF_1763_00332402","PGF_08225224",,263,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.63","MBO_300052",,"PATRIC.1765.317.CDHH01000003.CDS.14389.14697.fwd","PATRIC","CDS",14389,14697,309,"+","FIG00036805","PLF_1763_00002170","PGF_00053953",,102,,"Sporulation regulatory protein WhiD",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.64","MBO_300053",,"PATRIC.1765.317.CDHH01000003.CDS.14769.16388.rev","PATRIC","CDS",14769,16388,1620,"-","FIG00000056","PLF_1763_00000771","PGF_01212739",,539,,"Heat shock protein 60 kDa family chaperone GroEL",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.48","MBO_300039",,"PATRIC.1765.317.CDHH01000003.CDS.150.305.rev","PATRIC","CDS",150,305,156,"-",,"PLF_1763_00000168","PGF_08225224",,51,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.65","MBO_300054",,"PATRIC.1765.317.CDHH01000003.CDS.16483.16785.rev","PATRIC","CDS",16483,16785,303,"-","FIG00009229","PLF_1763_00000939","PGF_09581668",,100,,"Heat shock protein 10 kDa family chaperone GroES",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.66","MBO_300055",,"PATRIC.1765.317.CDHH01000003.CDS.17052.18086.rev","PATRIC","CDS",17052,18086,1035,"-","FIG01304867","PLF_1763_00000509","PGF_07915158",,344,,"N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.50","MBO_300040",,"PATRIC.1765.317.CDHH01000003.CDS.1759.3360.rev","PATRIC","CDS",1759,3360,1602,"-","FIG00431976","PLF_1763_00022434","PGF_00361674",,533,,"FIG034901: hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.67","MBO_300056",,"PATRIC.1765.317.CDHH01000003.CDS.18083.18559.rev","PATRIC","CDS",18083,18559,477,"-","FIG00122145","PLF_1763_00001783","PGF_01366266",,158,,"Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)","GO:0008999|ribosomal-protein-alanine N-acetyltransferase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.68","MBO_300057",,"PATRIC.1765.317.CDHH01000003.CDS.18556.19191.rev","PATRIC","CDS",18556,19191,636,"-","FIG00000247","PLF_1763_00001520","PGF_02792560",,211,,"tRNA threonylcarbamoyladenosine biosynthesis protein TsaB",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.69","MBO_300058",,"PATRIC.1765.317.CDHH01000003.CDS.19188.19694.rev","PATRIC","CDS",19188,19694,507,"-","FIG00000228","PLF_1763_00001010","PGF_03753407",,168,,"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.70","MBO_300059",,"PATRIC.1765.317.CDHH01000003.CDS.19691.20917.rev","PATRIC","CDS",19691,20917,1227,"-","FIG00001642","PLF_1763_00000498","PGF_08932911",,408,,"Alanine racemase (EC 5.1.1.1)","GO:0008784|alanine racemase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.47",,,"PATRIC.1765.317.CDHH01000003.CDS.2.157.rev","PATRIC","CDS",2,157,156,"-",,"PLF_1763_00004296","PGF_08225224",,52,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.71","MBO_300060",,"PATRIC.1765.317.CDHH01000003.CDS.20994.21107.fwd","PATRIC","CDS",20994,21107,114,"+","FIG01313962","PLF_1763_00004047","PGF_02413801",,37,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.72","MBO_300061",,"PATRIC.1765.317.CDHH01000003.CDS.21211.21573.rev","PATRIC","CDS",21211,21573,363,"-","FIG00820904","PLF_1763_00009042","PGF_02439024",,120,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.73","MBO_300063",,"PATRIC.1765.317.CDHH01000003.CDS.22213.23376.rev","PATRIC","CDS",22213,23376,1164,"-","FIG01306568","PLF_1763_00003834","PGF_01000105",,387,,"Mobile element protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.74",,,"PATRIC.1765.317.CDHH01000003.CDS.23415.23570.rev","PATRIC","CDS",23415,23570,156,"-","FIG00822098","PLF_1763_00003430","PGF_08225224",,51,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.75","MBO_300064",,"PATRIC.1765.317.CDHH01000003.CDS.23595.23759.rev","PATRIC","CDS",23595,23759,165,"-","FIG01349529","PLF_1763_00003558","PGF_08225224",,54,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.76","MBO_300065",,"PATRIC.1765.317.CDHH01000003.CDS.23865.24710.rev","PATRIC","CDS",23865,24710,846,"-","FIG01314079","PLF_1763_00002506","PGF_01000105",,281,,"Mobile element protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.77","MBO_300066",,"PATRIC.1765.317.CDHH01000003.CDS.24943.26325.rev","PATRIC","CDS",24943,26325,1383,"-","FIG01376814","PLF_1763_00000477","PGF_00008094",,460,,"Glutamate decarboxylase (EC 4.1.1.15)","GO:0004351|glutamate decarboxylase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.78","MBO_300067",,"PATRIC.1765.317.CDHH01000003.CDS.26363.27784.rev","PATRIC","CDS",26363,27784,1422,"-","FIG00000592","PLF_1763_00001730","PGF_06230969",,473,,"NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.79","MBO_300068",,"PATRIC.1765.317.CDHH01000003.CDS.27786.28499.rev","PATRIC","CDS",27786,28499,714,"-","FIG01417063","PLF_1763_00002701","PGF_12908387",,237,,"putative membrane protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.80","MBO_300069",,"PATRIC.1765.317.CDHH01000003.CDS.28510.29448.rev","PATRIC","CDS",28510,29448,939,"-","FIG00662132","PLF_1763_00128268","PGF_12908387",,312,,"putative membrane protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.81","MBO_300070",,"PATRIC.1765.317.CDHH01000003.CDS.29586.31460.rev","PATRIC","CDS",29586,31460,1875,"-","FIG00000038","PLF_1763_00029959","PGF_01960322",,624,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)","GO:0004360|glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.82","MBO_300071",,"PATRIC.1765.317.CDHH01000003.CDS.31482.31958.fwd","PATRIC","CDS",31482,31958,477,"+","FIG01417063","PLF_1763_00003518","PGF_02412536",,158,,"putative membrane protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.83","MBO_300072",,"PATRIC.1765.317.CDHH01000003.CDS.31968.32810.fwd","PATRIC","CDS",31968,32810,843,"+","FIG00821869","PLF_1763_00299484","PGF_08225224",,280,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.84","MBO_300073",,"PATRIC.1765.317.CDHH01000003.CDS.32830.34233.rev","PATRIC","CDS",32830,34233,1404,"-","FIG00821364","PLF_1763_00003249","PGF_02411658",,467,,"Conserved alanine and proline rich protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.49",,,"PATRIC.1765.317.CDHH01000003.CDS.336.1388.rev","PATRIC","CDS",336,1388,1053,"-","FIG01311034","PLF_1763_00000168","PGF_08225224",,350,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.51","MBO_300041",,"PATRIC.1765.317.CDHH01000003.CDS.3377.4081.rev","PATRIC","CDS",3377,4081,705,"-","FIG01329314","PLF_1763_00003112","PGF_00071433",,234,,"formyltransferase",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.85","MBO_300074",,"PATRIC.1765.317.CDHH01000003.CDS.34236.34547.rev","PATRIC","CDS",34236,34547,312,"-","FIG00820541","PLF_1763_00003270","PGF_12934745",,103,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.86","MBO_300075",,"PATRIC.1765.317.CDHH01000003.CDS.34595.35941.rev","PATRIC","CDS",34595,35941,1347,"-","FIG00009682","PLF_1763_00000339","PGF_01137124",,448,,"Phosphoglucosamine mutase (EC 5.4.2.10)","GO:0008966|phosphoglucosamine mutase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.87","MBO_300076",,"PATRIC.1765.317.CDHH01000003.CDS.36066.36521.rev","PATRIC","CDS",36066,36521,456,"-","FIG00001110","PLF_1763_00000846","PGF_00049909",,151,,"SSU ribosomal protein S9p (S16e)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.88","MBO_300077",,"PATRIC.1765.317.CDHH01000003.CDS.36518.36961.rev","PATRIC","CDS",36518,36961,444,"-","FIG00000211","PLF_1763_00000889","PGF_06180597",,147,,"LSU ribosomal protein L13p (L13Ae)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.89","MBO_300078",,"PATRIC.1765.317.CDHH01000003.CDS.37194.37496.rev","PATRIC","CDS",37194,37496,303,"-","FIG00999229","PLF_1763_00026975","PGF_00424035",,100,,"ESAT-6-like protein EsxT",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.90","MBO_300079",,"PATRIC.1765.317.CDHH01000003.CDS.37517.37834.rev","PATRIC","CDS",37517,37834,318,"-","FIG00822192","PLF_1763_00002254","PGF_00424047",,105,,"ESAT-6-like protein EsxU",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.91","MBO_300080",,"PATRIC.1765.317.CDHH01000003.CDS.37887.39101.rev","PATRIC","CDS",37887,39101,1215,"-","FIG00820120","PLF_1763_00025060","PGF_00019962",,404,,"Membrane protein Rv3446c, component of Type VII secretion system ESX-4",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.92","MBO_300081",,"PATRIC.1765.317.CDHH01000003.CDS.39098.42613.rev","PATRIC","CDS",39098,42613,3516,"-","FIG01309712","PLF_1763_00001937","PGF_00006430",,1171,,"FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.52","MBO_300042",,"PATRIC.1765.317.CDHH01000003.CDS.4199.4765.rev","PATRIC","CDS",4199,4765,567,"-","FIG00554417","PLF_1763_00262992","PGF_07182652",,188,,"Transcriptional regulator, AcrR family",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.93",,,"PATRIC.1765.317.CDHH01000003.CDS.42642.42935.fwd","PATRIC","CDS",42642,42935,294,"+","FIG00824273","PLF_1763_00004116","PGF_02414296",,97,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.94","MBO_300082",,"PATRIC.1765.317.CDHH01000003.CDS.42922.44325.fwd","PATRIC","CDS",42922,44325,1404,"+","FIG00092051","PLF_1763_00002809","PGF_02410132",,467,,"Integral membrane protein EccD4, component of Type VII secretion system ESX-4",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000003","fig|1765.317.peg.95","MBO_300083",,"PATRIC.1765.317.CDHH01000003.CDS.44316.45689.fwd","PATRIC","CDS",44316,45689,1374,"+","FIG00546145","PLF_1763_00002116","PGF_00051285",,457,,"Serine protease mycosin MycP4, component of Type VII secretion system ESX-4",
