Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1021","Rv0915c","VBIMycTub87468_1021","PATRIC.83332.12.NC_000962.CDS.1020058.1021329.rev","PATRIC","CDS",1020058,1021329,1272,"-","FIG00013075","PLF_1763_00002606","PGF_03080563","YP_177765.1",423,"PPE14","PPE family protein, SVP subgroup => PPE14",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1022","Rv0916c","VBIMycTub87468_1022","PATRIC.83332.12.NC_000962.CDS.1021344.1021505.rev","PATRIC","CDS",1021344,1021505,162,"-",,"PLF_1763_00003533","PGF_03106143","YP_177766.1",53,"PE7","PE family protein => PE7",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1023","Rv0917","VBIMycTub87468_1023","PATRIC.83332.12.NC_000962.CDS.1022087.1023868.fwd","PATRIC","CDS",1022087,1023868,1782,"+","FIG00001690","PLF_1763_00002759","PGF_00979882","NP_215432.1",593,"betP","High-affinity choline uptake protein BetT",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1024",,"VBIMycTub87468_1024","PATRIC.83332.12.NC_000962.CDS.1023868.1024122.fwd","PATRIC","CDS",1023868,1024122,255,"+","FIG00821312","PLF_1763_00003792","PGF_02412782",,84,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1025","Rv0918","VBIMycTub87468_1025","PATRIC.83332.12.NC_000962.CDS.1024400.1024687.fwd","PATRIC","CDS",1024400,1024687,288,"+","FIG00021257","PLF_1763_00003102","PGF_02411065","NP_215433.1",95,,"FIG032766: hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1026","Rv0919","VBIMycTub87468_1026","PATRIC.83332.12.NC_000962.CDS.1024684.1025184.fwd","PATRIC","CDS",1024684,1025184,501,"+","FIG01303971","PLF_1763_00003042","PGF_09675703","NP_215434.1",166,,"FIG001353: Acetyltransferase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1027",,"VBIMycTub87468_1027","PATRIC.83332.12.NC_000962.CDS.1025170.1025316.rev","PATRIC","CDS",1025170,1025316,147,"-","FIG00820367","PLF_1763_00004157","PGF_02414573",,48,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1028","Rv0920c","VBIMycTub87468_1028","PATRIC.83332.12.NC_000962.CDS.1025497.1026816.rev","PATRIC","CDS",1025497,1026816,1320,"-","FIG01354948","PLF_1763_00002965","PGF_09978608","NP_215435.1",439,,"Transposase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1029","Rv0921","VBIMycTub87468_1029","PATRIC.83332.12.NC_000962.CDS.1027137.1027685.fwd","PATRIC","CDS",1027137,1027685,549,"+","FIG01329993","PLF_1763_00002626","PGF_01803500","NP_215436.1",182,,"Resolvase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1030","Rv0922","VBIMycTub87468_1030","PATRIC.83332.12.NC_000962.CDS.1027697.1029337.fwd","PATRIC","CDS",1027697,1029337,1641,"+","FIG01314079","PLF_1763_00003010","PGF_08225224","NP_215437.1",546,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.106","Rv0093c","VBIMycTub87468_0106","PATRIC.83332.12.NC_000962.CDS.102815.103663.rev","PATRIC","CDS",102815,103663,849,"-","FIG01121868","PLF_1763_00010710","PGF_00649240","NP_214607.1",282,,"Integral membrane protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1031","Rv0923c","VBIMycTub87468_1031","PATRIC.83332.12.NC_000962.CDS.1029513.1030577.rev","PATRIC","CDS",1029513,1030577,1065,"-","FIG00823129","PLF_1763_00290311","PGF_08225224","NP_215438.1",354,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1032","Rv0924c","VBIMycTub87468_1032","PATRIC.83332.12.NC_000962.CDS.1030578.1031864.rev","PATRIC","CDS",1030578,1031864,1287,"-","FIG00554286","PLF_1763_00000777","PGF_00905234","YP_177767.1",428,"mntH","Manganese transport protein MntH","GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1033","Rv0925c","VBIMycTub87468_1033","PATRIC.83332.12.NC_000962.CDS.1031896.1032633.rev","PATRIC","CDS",1031896,1032633,738,"-","FIG01313164","PLF_1763_00002855","PGF_00070873","NP_215440.1",245,,"BRAMP",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1034","Rv0926c","VBIMycTub87468_1034","PATRIC.83332.12.NC_000962.CDS.1032710.1033786.rev","PATRIC","CDS",1032710,1033786,1077,"-","FIG00820001","PLF_1763_00000707","PGF_04150638","NP_215441.1",358,,"Oxidoreductase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1035","Rv0927c","VBIMycTub87468_1035","PATRIC.83332.12.NC_000962.CDS.1033840.1034631.rev","PATRIC","CDS",1033840,1034631,792,"-","FIG01308941","PLF_1763_00001132","PGF_10532194","NP_215442.1",263,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1036","Rv0928","VBIMycTub87468_1036","PATRIC.83332.12.NC_000962.CDS.1035089.1036015.fwd","PATRIC","CDS",1035089,1036015,927,"+","FIG00010508","PLF_1763_00000518","PGF_07668761","YP_177768.1",308,"pstS3","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1037","Rv0929","VBIMycTub87468_1037","PATRIC.83332.12.NC_000962.CDS.1036028.1037002.fwd","PATRIC","CDS",1036028,1037002,975,"+","FIG00018561","PLF_1763_00001708","PGF_02405545","NP_215444.1",324,"pstC2","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1038","Rv0930","VBIMycTub87468_1038","PATRIC.83332.12.NC_000962.CDS.1036999.1037925.fwd","PATRIC","CDS",1036999,1037925,927,"+","FIG00083946","PLF_1763_00001754","PGF_01072302","NP_215445.2",308,"pstA1","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.107","Rv0094c","VBIMycTub87468_0107","PATRIC.83332.12.NC_000962.CDS.103710.104663.rev","PATRIC","CDS",103710,104663,954,"-","FIG00820827","PLF_1763_00042741","PGF_05503590","NP_214608.1",317,,"13E12 repeat family protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1039","Rv0931c","VBIMycTub87468_1039","PATRIC.83332.12.NC_000962.CDS.1037920.1039914.rev","PATRIC","CDS",1037920,1039914,1995,"-","FIG01395884","PLF_1763_00000122","PGF_00051509","NP_215446.1",664,"pknD","Serine/threonine-protein kinase PknD (EC 2.7.11.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1040","Rv0932c","VBIMycTub87468_1040","PATRIC.83332.12.NC_000962.CDS.1039936.1041048.rev","PATRIC","CDS",1039936,1041048,1113,"-","FIG00010508","PLF_1763_00002126","PGF_07668761","YP_177769.1",370,"pstS2","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1041","Rv0933","VBIMycTub87468_1041","PATRIC.83332.12.NC_000962.CDS.1041264.1042094.fwd","PATRIC","CDS",1041264,1042094,831,"+","FIG00011114","PLF_1763_00000162","PGF_06213055","NP_215448.1",276,"pstB","Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1042","Rv0934","VBIMycTub87468_1042","PATRIC.83332.12.NC_000962.CDS.1042115.1043239.fwd","PATRIC","CDS",1042115,1043239,1125,"+","FIG00010508","PLF_1763_00001734","PGF_07668761","YP_177770.1",374,"pstS1","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1043","Rv0935","VBIMycTub87468_1043","PATRIC.83332.12.NC_000962.CDS.1043299.1044315.fwd","PATRIC","CDS",1043299,1044315,1017,"+","FIG00018561","PLF_1763_00002637","PGF_02405545","YP_177771.1",338,"pstC1","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1044","Rv0936","VBIMycTub87468_1044","PATRIC.83332.12.NC_000962.CDS.1044443.1045222.fwd","PATRIC","CDS",1044443,1045222,780,"+","FIG00083946","PLF_1763_00002078","PGF_01072302","NP_215451.1",259,"pstA2","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1045","Rv0937c","VBIMycTub87468_1045","PATRIC.83332.12.NC_000962.CDS.1045199.1046074.rev","PATRIC","CDS",1045199,1046074,876,"-","FIG00001754","PLF_1763_00001062","PGF_03152833","NP_215452.1",291,,"Ku domain protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1046","Rv0938","VBIMycTub87468_1046","PATRIC.83332.12.NC_000962.CDS.1046136.1048415.fwd","PATRIC","CDS",1046136,1048415,2280,"+","FIG00002268","PLF_1763_00000794","PGF_00017227","NP_215453.1",759,,"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.108",,"VBIMycTub87468_0108","PATRIC.83332.12.NC_000962.CDS.104656.104808.fwd","PATRIC","CDS",104656,104808,153,"+","FIG01653443","PLF_1763_00000014","PGF_03982285",,50,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.109","Rv0095c","VBIMycTub87468_0109","PATRIC.83332.12.NC_000962.CDS.104805.105101.rev","PATRIC","CDS",104805,105101,297,"-","FIG00820827","PLF_1763_00003915","PGF_05503590","NP_214609.1",98,,"13E12 repeat family protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.8","Rv0007","VBIMycTub87468_0008","PATRIC.83332.12.NC_000962.CDS.10484.10828.fwd","PATRIC","CDS",10484,10828,345,"+","FIG00735262","PLF_1763_00000963","PGF_00003705","NP_214521.1",114,,"FIG187021: hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1047","Rv0939","VBIMycTub87468_1047","PATRIC.83332.12.NC_000962.CDS.1048412.1050346.fwd","PATRIC","CDS",1048412,1050346,1935,"+","FIG01954607","PLF_1763_00001832","PGF_00006512","NP_215454.1",644,,"Fumarylacetoacetate hydrolase family protein / MBL-fold metallo-hydrolase superfamily",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1048","Rv0940c","VBIMycTub87468_1048","PATRIC.83332.12.NC_000962.CDS.1050593.1051459.rev","PATRIC","CDS",1050593,1051459,867,"-","FIG01353725","PLF_1763_00001257","PGF_03023540","NP_215455.1",288,,"Hydride transferase 1 (Fragment)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1049","Rv0941c","VBIMycTub87468_1049","PATRIC.83332.12.NC_000962.CDS.1051544.1052308.rev","PATRIC","CDS",1051544,1052308,765,"-","FIG00823383","PLF_1763_00091612","PGF_08225224","NP_215456.1",254,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1050",,"VBIMycTub87468_1050","PATRIC.83332.12.NC_000962.CDS.1052617.1052730.rev","PATRIC","CDS",1052617,1052730,114,"-","FIG01329647","PLF_1763_00003290","PGF_02411971",,37,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1051","Rv0943c","VBIMycTub87468_1051","PATRIC.83332.12.NC_000962.CDS.1052696.1053736.rev","PATRIC","CDS",1052696,1053736,1041,"-","FIG00975774","PLF_1763_00002379","PGF_03395814","NP_215458.1",346,,"Cyclohexanone monooxygenase (EC 1.14.13.22)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.110","Rv0096","VBIMycTub87468_0110","PATRIC.83332.12.NC_000962.CDS.105324.106715.fwd","PATRIC","CDS",105324,106715,1392,"+","FIG00013075","PLF_1763_00037180","PGF_03142458","YP_177690.1",463,"PPE1","PPE family protein, PPW subgroup => PPE1",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1052","Rv0944","VBIMycTub87468_1052","PATRIC.83332.12.NC_000962.CDS.1053759.1054241.fwd","PATRIC","CDS",1053759,1054241,483,"+","FIG00035634","PLF_1763_00000913","PGF_05740384","NP_215459.1",160,,"Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)","GO:0008534|oxidized purine base lesion DNA N-glycosylase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1053","Rv0945","VBIMycTub87468_1053","PATRIC.83332.12.NC_000962.CDS.1054259.1055008.fwd","PATRIC","CDS",1054259,1055008,750,"+","FIG01955289","PLF_1763_00001280","PGF_10357867","NP_215460.1",249,,"Short chain dehydrogenase family protein Rv0945",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1054","Rv0946c","VBIMycTub87468_1054","PATRIC.83332.12.NC_000962.CDS.1055024.1056685.rev","PATRIC","CDS",1055024,1056685,1662,"-","FIG00000245","PLF_1763_00000505","PGF_10505717","NP_215461.1",553,"pgi","Glucose-6-phosphate isomerase (EC 5.3.1.9)","GO:0004347|glucose-6-phosphate isomerase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1055",,"VBIMycTub87468_1055","PATRIC.83332.12.NC_000962.CDS.1056786.1056974.rev","PATRIC","CDS",1056786,1056974,189,"-","FIG00820065","PLF_1763_00003665","PGF_00927695",,62,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1056",,"VBIMycTub87468_1056","PATRIC.83332.12.NC_000962.CDS.1057300.1057530.rev","PATRIC","CDS",1057300,1057530,231,"-","FIG01444495","PLF_1763_00003821","PGF_02412870",,76,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1057","Rv0948c","VBIMycTub87468_1057","PATRIC.83332.12.NC_000962.CDS.1057646.1057918.rev","PATRIC","CDS",1057646,1057918,273,"-","FIG00001498","PLF_1763_00001130","PGF_06895470","NP_215463.1",90,,"Chorismate mutase I (EC 5.4.99.5)","GO:0004106|chorismate mutase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1058","Rv0949","VBIMycTub87468_1058","PATRIC.83332.12.NC_000962.CDS.1058260.1060575.fwd","PATRIC","CDS",1058260,1060575,2316,"+","FIG00000372","PLF_1763_00000306","PGF_10471233","YP_177772.1",771,"uvrD1","ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1059","Rv0950c","VBIMycTub87468_1059","PATRIC.83332.12.NC_000962.CDS.1060656.1061654.rev","PATRIC","CDS",1060656,1061654,999,"-","FIG00821878","PLF_1763_00341244","PGF_00032080","NP_215465.1",332,,"Phage peptidoglycan binding endopeptidase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1060","Rv0951","VBIMycTub87468_1060","PATRIC.83332.12.NC_000962.CDS.1061964.1063127.fwd","PATRIC","CDS",1061964,1063127,1164,"+","FIG00000337","PLF_1763_00000312","PGF_00054528","NP_215466.1",387,"sucC","Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)","GO:0004775|succinate-CoA ligase (ADP-forming) activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1061","Rv0952","VBIMycTub87468_1061","PATRIC.83332.12.NC_000962.CDS.1063140.1064051.fwd","PATRIC","CDS",1063140,1064051,912,"+","FIG00038611","PLF_1763_00001352","PGF_00853393","NP_215467.1",303,"sucD","Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)","GO:0004775|succinate-CoA ligase (ADP-forming) activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1062","Rv0953c","VBIMycTub87468_1062","PATRIC.83332.12.NC_000962.CDS.1064114.1064962.rev","PATRIC","CDS",1064114,1064962,849,"-","FIG01353725","PLF_1763_00001512","PGF_05086807","NP_215468.1",282,,"N5,N10-methylenetetrahydromethanopterin reductase-related protein, MSMEG5498 family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1063",,"VBIMycTub87468_1063","PATRIC.83332.12.NC_000962.CDS.1065018.1065146.fwd","PATRIC","CDS",1065018,1065146,129,"+","FIG01602799","PLF_1763_00004184","PGF_02414604",,42,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1064","Rv0954","VBIMycTub87468_1064","PATRIC.83332.12.NC_000962.CDS.1065127.1066038.fwd","PATRIC","CDS",1065127,1066038,912,"+","FIG00820205","PLF_1763_00008068","PGF_00952582","NP_215469.1",303,,"antigen 34 kDa",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1065","Rv0955","VBIMycTub87468_1065","PATRIC.83332.12.NC_000962.CDS.1066087.1067445.fwd","PATRIC","CDS",1066087,1067445,1359,"+","FIG00021574","PLF_1763_00000571","PGF_02421137","NP_215470.1",452,,"FIG021574: Possible membrane protein related to de Novo purine biosynthesis",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.111","Rv0097","VBIMycTub87468_0111","PATRIC.83332.12.NC_000962.CDS.106734.107603.fwd","PATRIC","CDS",106734,107603,870,"+","FIG01321859","PLF_1763_00002060","PGF_00409913","NP_214611.1",289,,"putative oxidoreductase Rv0097",
