Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.1038","SARI_01101","VBISalEnt13497_1038",,,,"PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","25190723",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3577","SARI_03777","VBISalEnt13497_3577",,,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",,"gene conferring resistance via absence","17238915",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.735","SARI_00764","VBISalEnt13497_0735",,,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.1076","SARI_01137","VBISalEnt13497_1076",,,"dadX","Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3365","SARI_03550","VBISalEnt13497_3365",,,,"Catalase-peroxidase KatG (EC 1.11.1.21)",,"antibiotic activation enzyme","14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.575","SARI_00601","VBISalEnt13497_0575",,,,"Lipopolysaccharide core heptose(II)-phosphate phosphatase @ Polymyxin resistance protein PmrG",,"protein altering cell wall charge conferring antibiotic resistance","17574312;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3696","SARI_03904","VBISalEnt13497_3696",,,,"Subclass B3 beta-lactamase (EC 3.5.2.6)",,"antibiotic inactivation enzyme","22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3979","SARI_04186","VBISalEnt13497_3979",,,,"SSU ribosomal protein S10p (S20e)",,"antibiotic target in susceptible species","26124155",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.152","SARI_00160","VBISalEnt13497_0152",,,,"Multidrug resistance regulator EmrR (MprA)",,"regulator modulating expression of antibiotic resistance genes","7730261",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3874","SARI_04080","VBISalEnt13497_3874",,,"ugpQ","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.4113","SARI_04330","VBISalEnt13497_4113",,,"folP","Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic target in susceptible species","15673783",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2366","SARI_02459","VBISalEnt13497_2366",,,,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.1723","SARI_01801","VBISalEnt13497_1723",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2453","SARI_02546","VBISalEnt13497_2453",,,"ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)",,"antibiotic target in susceptible species","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2737","SARI_02871","VBISalEnt13497_2737",,,"ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)",,"antibiotic target in susceptible species","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3610","SARI_03810","VBISalEnt13497_3610",,,"gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"antibiotic target in susceptible species","21693461;22279180;9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3197","SARI_03365","VBISalEnt13497_3197",,,,"Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3995","SARI_04204","VBISalEnt13497_3995",,,"rplF","LSU ribosomal protein L6p (L9e)",,"antibiotic target in susceptible species","19289529;17923494",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.4026","SARI_04239","VBISalEnt13497_4026",,,,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.1196","SARI_01263","VBISalEnt13497_1196",,,,"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)",,"antibiotic target in susceptible species","18193820;10869170;8284673",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3647","SARI_03849","VBISalEnt13497_3647",,,"emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance","8987357;16675700",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3542","SARI_03736","VBISalEnt13497_3542",,,"rho","Transcription termination factor Rho",,"antibiotic target in susceptible species","8466900",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.591","SARI_00617","VBISalEnt13497_0591",,,,"DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic target in susceptible species","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3335","SARI_03508","VBISalEnt13497_3335",,,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2808","SARI_02948","VBISalEnt13497_2808",,,"ileS","Isoleucyl-tRNA synthetase (EC 6.1.1.5)",,"antibiotic target in susceptible species","7929087",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.3972",,"VBISalEnt13497_3972",,,,"SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2364","SARI_02457","VBISalEnt13497_2364",,,,"Transcriptional regulator of acrAB operon, AcrR",,"regulator modulating expression of antibiotic resistance genes",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.4025","SARI_04238","VBISalEnt13497_4025",,,,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.4213","SARI_04443","VBISalEnt13497_4213",,,"tolC","Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance","6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.1137","SARI_01202","VBISalEnt13497_1137",,,,"DNA-binding protein H-NS",,"regulator modulating expression of antibiotic resistance genes","14973023",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.2653","SARI_02782","VBISalEnt13497_2653",,,,"1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)",,"antibiotic target in susceptible species","16321944",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","fig|41514.7.peg.151","SARI_00159","VBISalEnt13497_0151",,,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","1409590",,,,
