Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|99287.12.peg.2571,Protein,"PTS system, glucose-specific IIA component",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2433,crr,fig|99287.12.peg.4306,Protein,"Glycerol kinase (EC 2.7.1.30)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4086,glpK,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.1485,Protein,"Secretion system effector SseD",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1401,sseD,fig|99287.12.peg.3052,Protein,"Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV); Invasion protein InvA",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2896,invA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1149,Protein,"tRNA 2-thiouridine synthesis protein TusE",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1084,yccK,fig|99287.12.peg.3781,Protein,"tRNA 5-methylaminomethyl-2-thiouridine synthesis sulfur carrier protein TusA",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3578,yhhP,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|99287.12.peg.2367,Protein,"Phage protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2235,,fig|99287.12.peg.2372,Protein,"Uncharacterized protein, YdfU family",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2240,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.3531,Protein,"Glutamate synthase [NADPH] large chain (EC 1.4.1.13)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3330,gltB,fig|99287.12.peg.4653,Protein,"Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4425,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1491,Protein,"Type III secretion protein SsaH",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1407,ssaH,fig|99287.12.peg.2780,Protein,"prophage protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2630,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.2434,Protein,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2299,yfbG,fig|99287.12.peg.2438,Protein,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2303,,PPI,"predicted interaction","gene neighbourhood,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|220341.7.peg.4627,Protein,"Protein with ParB-like nuclease domain in PFGI-1-like cluster",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4523,,fig|220341.7.peg.4664,Protein,"putative membrane protein",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4563,,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|99287.12.peg.3533,Protein,"Putative uncharacterized protein YhcG",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3332,yhcG,fig|99287.12.peg.4633,Protein,"UPF0053 inner membrane protein YtfL",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4407,ytfL,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|220341.7.peg.4401,Protein,"Type IV pilus biogenesis protein PilO",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4306,yrfB,fig|220341.7.peg.4403,Protein,"Type IV pilus biogenesis protein PilQ",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4308,hofQ,PPI,"predicted interaction","predictive text mining,gene neighbourhood","experimental,computational","","string","",
fig|99287.12.peg.2871,Protein,"Phage capsid scaffolding protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2721,,fig|99287.12.peg.4277,Protein,"Putative inner membrane protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4057,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1415,Protein,"O-antigen polymerase",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1332,rfc,fig|99287.12.peg.2220,Protein,"UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2098,galF,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|220341.7.peg.4004,Protein,"Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY3924,aroE,fig|220341.7.peg.4405,Protein,"3-dehydroquinate synthase (EC 4.2.3.4)",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4310,aroB,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|99287.12.peg.589,Protein,"Putative inner membrane protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0557,,fig|99287.12.peg.2920,Protein,"Transposase InsE for insertion sequence IS3E",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2768,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1252,Protein,"Flagellar hook-associated protein FlgL",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1184,flgL,fig|99287.12.peg.2076,Protein,"Flagellar cap protein FliD",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1960,fliD,PPI,"predicted interaction","interologs mapping,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|99287.12.peg.1973,Protein,"hypothetical protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1863,,fig|99287.12.peg.2958,Protein,"Uncharacterized protein YgaC",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2801,ygaC,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.229,Protein,"SSU ribosomal protein S2p (SAe)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0216,rpsB,fig|99287.12.peg.3630,Protein,"LSU ribosomal protein L16p (L10e)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3433,rplP,PPI,"predicted interaction","interologs mapping,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|99287.12.peg.2165,Protein,"Propanediol dehydratase reactivation factor large subunit",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2043,pduG,fig|99287.12.peg.2593,Protein,"Ethanolamine utilization polyhedral-body-like protein EutK",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2455,eutK,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.118,Protein,"3-isopropylmalate dehydrogenase (EC 1.1.1.85)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0112,leuB,fig|99287.12.peg.3645,Protein,"SSU ribosomal protein S12p (S23e)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3448,rpsL,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.1476,Protein,"Secretion system regulator: Sensor component (EC 2.7.3.-) (EC 2.7.1.40)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1392,ssrA,fig|99287.12.peg.3494,Protein,"Cell division protein FtsH (EC 3.4.24.-)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3296,hflB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.886,Protein,"Oligopeptide transport substrate-binding protein @ Glutathione ABC transporter substrate-binding protein GsiB",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0849,yliB,fig|99287.12.peg.2951,Protein,"UPF0057 membrane protein YqaE",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2796,yqaE,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.978,Protein,"Sialidase (EC 3.2.1.18)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0928,nanH,fig|99287.12.peg.1196,Protein,"N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1129,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.297,Protein,"Putative periplasmic protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0287,,fig|99287.12.peg.4653,Protein,"Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4425,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.4232,Protein,"Sulphoquinovose/Na+ symporter",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4017,yihO,fig|99287.12.peg.4237,Protein,"6-deoxy-6-sulphofructose-1-phosphate aldolase",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4022,yihT,PPI,"predicted interaction","gene neighbourhood,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|99287.12.peg.1477,Protein,"Type III secretion protein SsaB",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1393,ssaB,fig|99287.12.peg.1501,Protein,"Type III secretion protein (YscP)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1417,ssaP,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1602,Protein,"Putative periplasmic protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1515,ydeI,fig|99287.12.peg.1663,Protein,"Outer membrane porin OmpD",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1572,nmpC,PPI,"physical association,association,predicted interaction","anti tag coimmunoprecipitation,experimental interaction detection,predictive text mining","experimental","19767429","mpidb,intact,string","intact:EBI-2506800,imex:IM-18300-2",
fig|99287.12.peg.768,Protein,"2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0736,sucA,fig|99287.12.peg.771,Protein,"Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0739,sucD,PPI,"predicted interaction","gene neighbourhood,interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.370,Protein,"Putative outer membrane lipoprotein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0349,,fig|99287.12.peg.4277,Protein,"Putative inner membrane protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4057,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.3098,Protein,"CRISPR-associated protein Cas1",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2938,,fig|99287.12.peg.4779,Protein,"PTS system, fructoselysine/glucoselysine-specific IIA component",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4535,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.848,Protein,"Inner membrane protein YbhQ",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0814,ybhQ,fig|99287.12.peg.1129,Protein,"Uncharacterized lipoprotein YmbA",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1065,ymbA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.3615,Protein,"SSU ribosomal protein S13p (S18e)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3418,rpsM,fig|99287.12.peg.4363,Protein,"LSU ribosomal protein L10p (P0)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4151,rplJ,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.242,Protein,"Lipid-A-disaccharide synthase (EC 2.4.1.182)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0229,lpxB,fig|99287.12.peg.568,Protein,"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0535,lpxH,PPI,"predicted interaction","interologs mapping,predictive text mining,inference,phylogenetic profile","computational,experimental","","string,biocyc,kegg pathways","",
fig|220341.7.peg.4659,Protein,"hypothetical protein",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4559,,fig|220341.7.peg.4678,Protein,"hypothetical protein",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4577,,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|99287.12.peg.1183,Protein,"Uncharacterized protein YccJ",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1118,yccJ,fig|99287.12.peg.3755,Protein,"Uncharacterized protein YhhA",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3552,yhhA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1911,Protein,"UPF0260 protein YcgN",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1811,ycgN,fig|99287.12.peg.2722,Protein,"Ribonuclease III (EC 3.1.26.3)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2581,rnc,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.2533,Protein,"Protease VII (Omptin) precursor (EC 3.4.23.49) @ Outer membrane protease PgtE",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2395,pgtE,fig|99287.12.peg.4542,Protein,"Nonspecific acid phosphatase precursor (EC 3.1.3.2)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4319,phoN,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.792,Protein,"Fumarate hydratase class I, beta region (EC 4.2.1.2); L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0761,,fig|99287.12.peg.1434,Protein,"Short-chain-fatty-acid--CoA ligase",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1350,ydiD,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1448,Protein,"Uncharacterized protein YdiJ",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1365,ydiJ,fig|99287.12.peg.3409,Protein,"Iron-chelator utilization protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3214,yqjH,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|220341.7.peg.4632,Protein,"FIG141751: hypothetical protein in PFGI-1-like cluster",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4528,,fig|220341.7.peg.4677,Protein,"hypothetical protein",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4576,,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|99287.12.peg.2001,Protein,"Phosphogluconate repressor HexR, RpiR family",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1887,yebK,fig|99287.12.peg.3570,Protein,"Uncharacterized protein YhdP",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3369,yhdP,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.2416,Protein,"Glycerol-3-phosphate transporter",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2283,glpT,fig|99287.12.peg.4306,Protein,"Glycerol kinase (EC 2.7.1.30)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM4086,glpK,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|220341.7.peg.4627,Protein,"Protein with ParB-like nuclease domain in PFGI-1-like cluster",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4523,,fig|220341.7.peg.4671,Protein,"hypothetical protein",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY4570,,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|99287.12.peg.2178,Protein,"Propanediol utilization protein PduV",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2056,pduV,fig|99287.12.peg.2773,Protein,"Putative DNA-binding protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2624,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.853,Protein,"Transcriptional regulator YbiH, TetR family",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0819,ybiH,fig|99287.12.peg.1353,Protein,"UPF0410 protein YeaQ",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1274,yeaQ,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.2450,Protein,"Chemotaxis protein CheV (EC 2.7.3.-)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2314,,fig|99287.12.peg.3326,Protein,"Putative methyl-accepting chemotaxis protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3138,,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.3546,Protein,"LSU ribosomal protein L13p (L13Ae)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3345,rplM,fig|99287.12.peg.3632,Protein,"LSU ribosomal protein L22p (L17e)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3435,rplV,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|99287.12.peg.2886,Protein,"Phage integrase",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2739,,fig|99287.12.peg.2924,Protein,"DNA-invertase",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2772,hin,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|220341.7.peg.167,Protein,"Type IV pilin PilA",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY0166,ppdD,fig|220341.7.peg.1213,Protein,"Flagellar basal-body P-ring formation protein FlgA",Bacteria,220341,220341.7,Salmonella enterica subsp. enterica serovar Typhi str. CT18,STY1212,flgA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.582,Protein,"Transcriptional regulator of fimbriae expression FimZ (LuxR/UhpA family)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM0549,fimZ,fig|99287.12.peg.1428,Protein,"UPF0061 protein YdiU",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1345,ydiU,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1895,Protein,"Trehalase (EC 3.2.1.28) @ Periplasmic trehalase (EC 3.2.1.28)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1796,treA,fig|99287.12.peg.2046,Protein,"Trehalose-6-phosphate phosphatase (EC 3.1.3.12)",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1929,otsB,PPI,"predicted interaction","interologs mapping,predictive text mining,inference","computational,experimental","","string,kegg pathways","",
fig|99287.12.peg.1960,Protein,"G-nucleotide exchange factor SopE",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1855,sopE2,fig|99287.12.peg.3041,Protein,"Cell invasion protein SipB",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM2885,sipB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|99287.12.peg.1994,Protein,"Small secreted protein YebF",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM1881,yebF,fig|99287.12.peg.3201,Protein,"hypothetical protein",Bacteria,99287,99287.12,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,STM3025,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
