Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|272620.9.peg.2623,Protein,"Sugar efflux transporter B",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02601,setB,fig|272620.9.peg.2632,Protein,"ABC transporter, substrate-binding protein YejA",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02610,yejA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2022,Protein,"Ribonuclease T",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01991,rnt,fig|272620.9.peg.2861,Protein,"GTP-binding protein EngA",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02841,engA,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.1342,Protein,"Transcriptional repressor protein TyrR",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01305,tyrR,fig|272620.9.peg.3996,Protein,"Xylose activator XylR (AraC family)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03933,xylR,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2244,Protein,"Respiratory nitrate reductase alpha chain (EC 1.7.99.4)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02214,narG,fig|272620.9.peg.2248,Protein,"Nitrate/nitrite response regulator protein NarL",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02217,narL,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.41,Protein,"Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00040,carA,fig|272620.9.peg.1313,Protein,"Translation initiation factor SUI1-related protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01278,yciH,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.140,Protein,"Uncharacterized ABC transporter inner membrane permease YadH",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00136,yadH,fig|272620.9.peg.3299,Protein,"fimbrial adhesin precursor",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03276,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.210,Protein,"UPF0253 protein YaeP",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00203,yaeP,fig|272620.9.peg.879,Protein,"Bis-ABC ATPase YbiT",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00851,ybiT,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2754,Protein,"Transcriptional activator similar to cyn operon regulator",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02732,,fig|272620.9.peg.3783,Protein,"Translation elongation factor Tu",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03724,tuf,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2528,Protein,"Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02509,wbaP,fig|272620.9.peg.4350,Protein,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04288,rmlB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3119,Protein,"RNA polymerase sigma factor RpoS",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03103,rpoS,fig|272620.9.peg.4242,Protein,"Nitrogen regulation protein NtrC",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04176,glnG,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.2859,Protein,"IS1 protein InsB",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02838,,fig|272620.9.peg.3300,Protein,"Outer membrane usher protein fimD precursor",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03277,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3783,Protein,"Translation elongation factor Tu",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03724,tuf,fig|272620.9.peg.4061,Protein,"DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03997,rpoZ,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.936,Protein,"FIG003145: Surface protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00908,ybjE,fig|272620.9.peg.2817,Protein,"Transketolase (EC 2.2.1.1)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02799,tktB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.1342,Protein,"Transcriptional repressor protein TyrR",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01305,tyrR,fig|272620.9.peg.3674,Protein,"RNA polymerase sigma-54 factor RpoN",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03612,rpoN,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|272620.9.peg.2806,Protein,"Ethanolamine utilization protein EutJ",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02788,eutJ,fig|272620.9.peg.2812,Protein,"Ethanolamine utilization protein EutQ",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02794,eutQ,PPI,"predicted interaction","gene neighbourhood,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|272620.9.peg.183,Protein,"HtrA protease/chaperone protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00176,degP,fig|272620.9.peg.1276,Protein,"Outer Membrane Siderophore Receptor IroN",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01244,iroN,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3104,Protein,"Hemin transport protein HmuS",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03088,,fig|272620.9.peg.3105,Protein,"Periplasmic hemin-binding protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03089,,PPI,"predicted interaction","gene neighbourhood,interologs mapping,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|272620.9.peg.2232,Protein,"DNA-binding protein H-NS",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02201,hns,fig|272620.9.peg.4430,Protein,"DNA-binding protein HU-alpha",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04382,hupA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.4485,Protein,"Replicative DNA helicase (DnaB) (EC 3.6.4.12)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04439,dnaB,fig|272620.9.peg.4852,Protein,"DNA replication protein DnaC",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04811,dnaC,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.2513,Protein,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02491,rmlB,fig|272620.9.peg.4354,Protein,"Lipid III flippase",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04292,wzx,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.936,Protein,"FIG003145: Surface protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00908,ybjE,fig|272620.9.peg.2801,Protein,"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02784,eutB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.1266,Protein,"N,N'-diacetylchitobiose-specific 6-phospho-beta-glucosidase (EC 3.2.1.86)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01234,celF,fig|272620.9.peg.2803,Protein,"Ethanolamine permease",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02786,eutH,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.114,Protein,"Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00111,nadC,fig|272620.9.peg.1244,Protein,"Putative cytochrome oxidase",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01212,ynjF,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3915,Protein,"Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03853,nikD,fig|272620.9.peg.4009,Protein,"Uncharacterized protein YibL",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03946,yibL,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2663,Protein,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02642,nrdA,fig|272620.9.peg.4320,Protein,"Unsaturated fatty acid biosythesis repressor FabR, TetR family",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04252,yijC,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2821,Protein,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02803,acrD,fig|272620.9.peg.4508,Protein,"DNA-binding transcriptional dual regulator SoxS",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04462,soxS,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.452,Protein,"Transcriptional regulator of acrAB operon, AcrR",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00445,acrR,fig|272620.9.peg.3032,Protein,"Multidrug resistance regulator EmrR (MprA)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03013,emrR,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2805,Protein,"Ethanolamine utilization protein EutG",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02787,eutG,fig|272620.9.peg.3235,Protein,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), propanediol utilization",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03215,pduO,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.66,Protein,"Arabinose operon regulatory protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00063,araC,fig|272620.9.peg.450,Protein,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00443,acrB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.4140,Protein,"Acetolactate synthase large subunit (EC 2.2.1.6)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04074,ilvB,fig|272620.9.peg.4460,Protein,"RidA/YER057c/UK114 superfamily protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04416,yjgF,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3996,Protein,"Xylose activator XylR (AraC family)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03933,xylR,fig|272620.9.peg.4242,Protein,"Nitrogen regulation protein NtrC",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04176,glnG,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.637,Protein,"Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00613,entB,fig|272620.9.peg.638,Protein,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00614,entA,PPI,"predicted interaction","gene neighbourhood,interologs mapping,predictive text mining,inference,phylogenetic profile","computational,experimental","","string,biocyc,kegg pathways","",
fig|272620.9.peg.118,Protein,"Possible GPH family transporter (TC 2.A.2) for arabinosides",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00115,,fig|272620.9.peg.2208,Protein,"LSU ribosomal protein L35p",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02178,rpmI,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.1535,Protein,"Maltose regulon regulatory protein MalI (repressor for malXY)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01513,malI,fig|272620.9.peg.1543,Protein,"Transcriptional regulatory protein RstA",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_01521,rstA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.4281,Protein,"L-rhamnose operon regulatory protein RhaS",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04214,rhaS,fig|272620.9.peg.4647,Protein,"Repair of Iron Centers di-iron protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04602,ytfE,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.607,Protein,"Choline dehydrogenase (EC 1.1.99.1)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00584,,fig|272620.9.peg.2331,Protein,"Endo-type membrane-bound lytic murein transglycosylase A (EC 4.2.2.n2)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02305,mltE,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.281,Protein,"Outer membrane porin PhoE",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00282,phoE,fig|272620.9.peg.3640,Protein,"Translation initiation factor 2",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03576,infB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.21,Protein,"Isoleucyl-tRNA synthetase (EC 6.1.1.5)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00021,ileS,fig|272620.9.peg.4082,Protein,"alpha-xylosidase (EC 3.2.1.177)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04018,yicI,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.2518,Protein,"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_02495,rmlD,fig|272620.9.peg.4346,Protein,"Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04284,wecA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3256,Protein,"Thymidylate synthase (EC 2.1.1.45)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03236,thyA,fig|272620.9.peg.3786,Protein,"SSU ribosomal protein S12p (S23e)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03727,rpsL,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.3361,Protein,"Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03339,gcvP,fig|272620.9.peg.3362,Protein,"Glycine cleavage system H protein",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03340,gcvH,PPI,"predicted interaction","gene neighbourhood,interologs mapping,predictive text mining,phylogenetic profile","computational,experimental","","string","",
fig|272620.9.peg.576,Protein,"Transcriptional regulator, AcrR family",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00555,,fig|272620.9.peg.578,Protein,"Transcriptional activator RamA",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00556,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.28,Protein,"Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00028,,fig|272620.9.peg.34,Protein,"[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00034,citC2,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.734,Protein,"DNA-binding response regulator KdpE",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00713,kdpE,fig|272620.9.peg.3871,Protein,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03810,ugpC,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.3226,Protein,"Propanediol dehydratase medium subunit (EC 4.2.1.28)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03206,pduD,fig|272620.9.peg.3240,Protein,"Propanediol utilization polyhedral body protein PduU",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03220,pduU,PPI,"predicted interaction","gene neighbourhood,predictive text mining","computational,experimental","","string","",
fig|272620.9.peg.1001,Protein,"Alkanesulfonate ABC transporter substrate-binding protein SsuA",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00972,ssuA,fig|272620.9.peg.4640,Protein,"SSU ribosomal protein S6p",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_04594,rpsF,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|272620.9.peg.899,Protein,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_00871,dacC,fig|272620.9.peg.3654,Protein,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)",Bacteria,272620,272620.9,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,KPN_03592,dacB,PPI,"predicted interaction","interologs mapping,predictive text mining","computational,experimental","","string","",
