Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4762","KPHS_48750","VBIKlePne218548_4762",,,,"Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5467","KPHS_p300660","VBIKlePne218548_5467",,,,"Chloramphenicol/florfenicol resistance, MFS efflux pump => FloR family",,"efflux pump conferring antibiotic resistance","17224413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4882","KPHS_49970","VBIKlePne218548_4882",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.388","KPHS_03950","VBIKlePne218548_0388",,,,"Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds",,"efflux pump conferring antibiotic resistance","11948170",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.789","KPHS_08130","VBIKlePne218548_0789",,,,"D-alanine--D-alanine ligase (EC 6.3.2.4)",,"antibiotic target in susceptible species","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2696","KPHS_27750","VBIKlePne218548_2696",,,,"Catalase-peroxidase KatG (EC 1.11.1.21)",,"antibiotic activation enzyme","14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4761","KPHS_48740","VBIKlePne218548_4761",,,,"Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4627","KPHS_47380","VBIKlePne218548_4627",,,,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)",,"antibiotic target in susceptible species","8994972",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3777","KPHS_38740","VBIKlePne218548_3777",,,,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)",,"efflux pump conferring antibiotic resistance","10692383",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.129","KPHS_01300","VBIKlePne218548_0129",,,,"Transcription termination factor Rho",,"antibiotic target in susceptible species","8466900",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1029","KPHS_10610","VBIKlePne218548_1029",,,,"D-alanine--D-alanine ligase (EC 6.3.2.4)",,"antibiotic target in susceptible species","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4883","KPHS_49980","VBIKlePne218548_4883",,,,"Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK",,"protein altering cell wall charge conferring antibiotic resistance","11535604;16226890",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2450","KPHS_25220","VBIKlePne218548_2450",,,,"Class A beta-lactamase (EC 3.5.2.6) => SHV family",,"antibiotic inactivation enzyme","11585791",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2137","KPHS_21940","VBIKlePne218548_2137",,,,"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)",,"antibiotic target in susceptible species","18193820;10869170;8284673",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2474","KPHS_25470","VBIKlePne218548_2474",,,,"Multiple antibiotic resistance protein MarA",,"antibiotic resistance gene cluster, cassette, or operon","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5156","KPHS_52750","VBIKlePne218548_5156",,,,"DNA gyrase subunit B (EC 5.99.1.3)",,"antibiotic target in susceptible species","21693461;22279180;9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.103","KPHS_01030","VBIKlePne218548_0103",,,,"Hydrogen peroxide-inducible genes activator => OxyR",,"regulator modulating expression of antibiotic resistance genes","25799046",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.595","KPHS_06130","VBIKlePne218548_0595",,,,"Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance","23221628",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4885","KPHS_50000","VBIKlePne218548_4885",,,,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"protein altering cell wall charge conferring antibiotic resistance","15809294;11706007;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1153","KPHS_11880","VBIKlePne218548_1153",,,,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1592","KPHS_16350","VBIKlePne218548_1592",,,,"Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"protein altering cell wall charge conferring antibiotic resistance","17362200;23810904;15205413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4715","KPHS_48270","VBIKlePne218548_4715",,,,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5478","KPHS_p300870","VBIKlePne218548_5478",,,,"Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I",,"antibiotic inactivation enzyme","2167474;2653965;16954315",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.274","KPHS_02770","VBIKlePne218548_0274",,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3232","KPHS_33190","VBIKlePne218548_3232",,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.944","KPHS_09720","VBIKlePne218548_0944",,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4714","KPHS_48260","VBIKlePne218548_4714",,,,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4887","KPHS_50020","VBIKlePne218548_4887",,,,"UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)",,"protein altering cell wall charge conferring antibiotic resistance","12704196;12429098",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2650","KPHS_27280","VBIKlePne218548_2650",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.892","KPHS_09200","VBIKlePne218548_0892",,,,"1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)",,"antibiotic target in susceptible species","16321944",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.736","KPHS_07570","VBIKlePne218548_0736",,,,"Dihydrofolate reductase (EC 1.5.1.3)",,"antibiotic target in susceptible species","20169085;25288078",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1665","KPHS_17090","VBIKlePne218548_1665",,,,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum",,"efflux pump conferring antibiotic resistance","9079913",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4741","KPHS_48530","VBIKlePne218548_4741",,,,"LSU ribosomal protein L6p (L9e)",,"antibiotic target in susceptible species","19289529;17923494",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4884","KPHS_49990","VBIKlePne218548_4884",,,,"4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)",,"protein altering cell wall charge conferring antibiotic resistance","15695810;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.191","KPHS_01940","VBIKlePne218548_0191",,,,"Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5476","KPHS_p300840","VBIKlePne218548_5476",,,,"Class A beta-lactamase (EC 3.5.2.6) => TEM family",,"antibiotic inactivation enzyme","11585791",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1743","KPHS_17900","VBIKlePne218548_1743",,,,"Macrolide export ATP-binding/permease protein MacB",,"efflux pump conferring antibiotic resistance","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1590","KPHS_16330","VBIKlePne218548_1590",,,,"Sensor protein BasS/PmrB (activates BasR/PmrA)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1922","KPHS_19720","VBIKlePne218548_1922",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5469","KPHS_p300690","VBIKlePne218548_5469",,,,"Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)",,"antibiotic inactivation enzyme","1314803;2986186;10582907;12383729;12760885;12910271;15117923;15761062;15980396;16451415;16495246;16816399;17526756;17597002;17650961;18268088;18458128;19008256;19538087;19719593;22127350",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5358","KPHS_p200640","VBIKlePne218548_5358",,,,"Class A beta-lactamase (EC 3.5.2.6) => TEM family",,"antibiotic inactivation enzyme","11585791",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3413","KPHS_35030","VBIKlePne218548_3413",,,,"Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system",,"regulator modulating expression of antibiotic resistance genes","25605366;15569938;12676988",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4848","KPHS_49620","VBIKlePne218548_4848",,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5165","KPHS_52840","VBIKlePne218548_5165",,,,"Multidrug efflux pump MdtL (of MFS type)",,"efflux pump conferring antibiotic resistance","11566977",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2996","KPHS_30750","VBIKlePne218548_2996",,,,"Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance","23221628",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3611","KPHS_37060","VBIKlePne218548_3611",,,,"DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic target in susceptible species","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1558","KPHS_16000","VBIKlePne218548_1558",,,,"AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump",,"efflux pump conferring antibiotic resistance","23010927",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1155","KPHS_11900","VBIKlePne218548_1155",,,,"Transcriptional regulator of acrAB operon, AcrR",,"regulator modulating expression of antibiotic resistance genes",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2475","KPHS_25480","VBIKlePne218548_2475",,,,"Multiple antibiotic resistance protein MarR",,"antibiotic resistance gene cluster, cassette, or operon","7768850;8282690;8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3268",,"VBIKlePne218548_3268",,,,"PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","25190723",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3550","KPHS_36430","VBIKlePne218548_3550",,,,"Carbohydrate-selective porin OprB",,"protein modulating permeability to antibiotic","7768797;8125108",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.198","KPHS_02010","VBIKlePne218548_0198",,,,"DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","3050121;15047531;16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5194","KPHS_53150","VBIKlePne218548_5194",,,,"16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",,"gene conferring resistance via absence","17238915",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4881","KPHS_49960","VBIKlePne218548_4881",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5503","KPHS_p301310","VBIKlePne218548_5503",,,,"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum",,"antibiotic inactivation enzyme","17289764",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5224","KPHS_p100340","VBIKlePne218548_5224",,,,"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum",,"antibiotic inactivation enzyme","17289764",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4764","KPHS_48770","VBIKlePne218548_4764",,,,"SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5342","KPHS_p200360","VBIKlePne218548_5342",,,,"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing",,"antibiotic inactivation enzyme","27834322",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.2473","KPHS_25460","VBIKlePne218548_2473",,,,"Multiple antibiotic resistance protein MarB",,"antibiotic resistance gene cluster, cassette, or operon","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.5132","KPHS_52500","VBIKlePne218548_5132",,,,"Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance","8987357;16675700",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.3494","KPHS_35870","VBIKlePne218548_3494",,,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",,"efflux pump conferring antibiotic resistance","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4886","KPHS_50010","VBIKlePne218548_4886",,,,"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)",,"protein altering cell wall charge conferring antibiotic resistance","11706007;15695810;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.1591","KPHS_16340","VBIKlePne218548_1591",,,,"Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae HS11286","fig|1125630.4.peg.4323","KPHS_44250","VBIKlePne218548_4323",,,,"Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion",,"protein modulating permeability to antibiotic","20093292",,,,
