Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1015","AA076_05215",,"PATRIC.1241616.6.CP011526.CDS.1035606.1037594.rev","PATRIC","CDS",1035606,1037594,1989,"-","FIG00138286","PLF_1279_00000261","PGF_00420215",,662,,"Cytochrome aa3-600 menaquinol oxidase subunit I",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.89","AA076_00460",,"PATRIC.1241616.6.CP011526.CDS.103707.104369.fwd","PATRIC","CDS",103707,104369,663,"+","FIG00000450","PLF_1279_00000012","PGF_05026985",,220,,"Deoxyribose-phosphate aldolase (EC 4.1.2.4)","GO:0004139|deoxyribose-phosphate aldolase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1016","AA076_05220",,"PATRIC.1241616.6.CP011526.CDS.1037594.1038694.rev","PATRIC","CDS",1037594,1038694,1101,"-","FIG00008628","PLF_1279_00000325","PGF_00420216",,366,,"Cytochrome aa3-600 menaquinol oxidase subunit II",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1017","AA076_05225",,"PATRIC.1241616.6.CP011526.CDS.1038996.1039118.fwd","PATRIC","CDS",1038996,1039118,123,"+",,"PLF_1279_00101717","PGF_05841898",,40,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1018","AA076_05230",,"PATRIC.1241616.6.CP011526.CDS.1039266.1039583.rev","PATRIC","CDS",1039266,1039583,318,"-","FIG01312102","PLF_1279_00001693","PGF_00417618",,105,,"Chitinase B",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1019","AA076_05235",,"PATRIC.1241616.6.CP011526.CDS.1040389.1041249.rev","PATRIC","CDS",1040389,1041249,861,"-","FIG00000105","PLF_1279_00000560","PGF_00020984",,286,,"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)","GO:0004477|methenyltetrahydrofolate cyclohydrolase activity;GO:0004488|methylenetetrahydrofolate dehydrogenase (NADP+) activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1020","AA076_05240",,"PATRIC.1241616.6.CP011526.CDS.1041450.1041932.fwd","PATRIC","CDS",1041450,1041932,483,"+","FIG00000227","PLF_1279_00000705","PGF_05172785",,160,,"N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)","GO:0034023|5-(carboxyamino)imidazole ribonucleotide mutase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1021","AA076_05245",,"PATRIC.1241616.6.CP011526.CDS.1041919.1043043.fwd","PATRIC","CDS",1041919,1043043,1125,"+","FIG00000375","PLF_1279_00000706","PGF_00024274",,374,,"N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)","GO:0034028|5-(carboxyamino)imidazole ribonucleotide synthase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1022","AA076_05250",,"PATRIC.1241616.6.CP011526.CDS.1043047.1043751.fwd","PATRIC","CDS",1043047,1043751,705,"+","FIG00000195","PLF_1279_00000521","PGF_00033936",,234,,"Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)","GO:0004639|phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1023","AA076_05255",,"PATRIC.1241616.6.CP011526.CDS.1043751.1044014.fwd","PATRIC","CDS",1043751,1044014,264,"+","FIG00000869","PLF_1279_00000821","PGF_07957805",,87,,"Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)","GO:0004642|phosphoribosylformylglycinamidine synthase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.90","AA076_00465",,"PATRIC.1241616.6.CP011526.CDS.104397.105575.fwd","PATRIC","CDS",104397,105575,1179,"+","FIG00000738","PLF_1279_00000243","PGF_00033904",,392,,"Phosphopentomutase (EC 5.4.2.7)","GO:0008973|phosphopentomutase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1024","AA076_05260",,"PATRIC.1241616.6.CP011526.CDS.1044016.1044687.fwd","PATRIC","CDS",1044016,1044687,672,"+","FIG00025475","PLF_1279_00000770","PGF_00033959",,223,,"Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)","GO:0004642|phosphoribosylformylglycinamidine synthase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1025","AA076_05265",,"PATRIC.1241616.6.CP011526.CDS.1044680.1046869.fwd","PATRIC","CDS",1044680,1046869,2190,"+","FIG01303876","PLF_1279_00000395","PGF_00033961",,729,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)","GO:0004642|phosphoribosylformylglycinamidine synthase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1026","AA076_05270",,"PATRIC.1241616.6.CP011526.CDS.1046848.1048332.fwd","PATRIC","CDS",1046848,1048332,1485,"+","FIG00000179","PLF_1279_00001029","PGF_00050995",,494,,"Amidophosphoribosyltransferase (EC 2.4.2.14)","GO:0004044|amidophosphoribosyltransferase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1027","AA076_05275",,"PATRIC.1241616.6.CP011526.CDS.1048325.1049353.fwd","PATRIC","CDS",1048325,1049353,1029,"+","FIG00000222","PLF_1279_00000866","PGF_00033954",,342,,"Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)","GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1028","AA076_05280",,"PATRIC.1241616.6.CP011526.CDS.1049356.1049922.fwd","PATRIC","CDS",1049356,1049922,567,"+","FIG00000253","PLF_1279_00000658","PGF_00033968",,188,,"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)","GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1029","AA076_05285",,"PATRIC.1241616.6.CP011526.CDS.1049937.1051415.fwd","PATRIC","CDS",1049937,1051415,1479,"+","FIG00000275","PLF_1279_00000424","PGF_00013509",,492,"purH","IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)","GO:0003937|IMP cyclohydrolase activity;GO:0004643|phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1030","AA076_05290",,"PATRIC.1241616.6.CP011526.CDS.1051437.1052684.fwd","PATRIC","CDS",1051437,1052684,1248,"+","FIG00000235","PLF_1279_00000563","PGF_07750515",,415,,"Phosphoribosylamine--glycine ligase (EC 6.3.4.13)","GO:0004637|phosphoribosylamine-glycine ligase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1031","AA076_05295",,"PATRIC.1241616.6.CP011526.CDS.1052949.1053755.rev","PATRIC","CDS",1052949,1053755,807,"-","FIG00032753","PLF_1279_00001408","PGF_00060533",,268,,"Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1032","AA076_05300",,"PATRIC.1241616.6.CP011526.CDS.1053748.1055148.rev","PATRIC","CDS",1053748,1055148,1401,"-","FIG00009894","PLF_1279_00000378","PGF_05690115",,466,,"Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1033","AA076_05305",,"PATRIC.1241616.6.CP011526.CDS.1055163.1055738.rev","PATRIC","CDS",1055163,1055738,576,"-","FIG00010078","PLF_1279_00000831","PGF_00924363",,191,,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1034","AA076_05310",,"PATRIC.1241616.6.CP011526.CDS.1056102.1056221.fwd","PATRIC","CDS",1056102,1056221,120,"+",,"PLF_1279_00005292","PGF_03475150",,39,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1035","AA076_05315",,"PATRIC.1241616.6.CP011526.CDS.1056322.1056456.rev","PATRIC","CDS",1056322,1056456,135,"-","FIG01108288","PLF_1279_00002152","PGF_00704929",,44,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1036","AA076_05320",,"PATRIC.1241616.6.CP011526.CDS.1056608.1057903.fwd","PATRIC","CDS",1056608,1057903,1296,"+","FIG01107838","PLF_1279_00000406","PGF_08225224",,431,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.91","AA076_00470",,"PATRIC.1241616.6.CP011526.CDS.105706.106521.rev","PATRIC","CDS",105706,106521,816,"-","FIG00070611","PLF_1279_00001119","PGF_05593819",,271,,"ABC transporter, permease protein (cluster 12, methionine/phosphonates)",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1037","AA076_05325",,"PATRIC.1241616.6.CP011526.CDS.1058328.1059500.fwd","PATRIC","CDS",1058328,1059500,1173,"+","FIG00004612","PLF_1279_00000867","PGF_00043821",,390,,"Putative ribosomal RNA large subunit methyltransferase YwbD",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1038","AA076_05330",,"PATRIC.1241616.6.CP011526.CDS.1059554.1060096.fwd","PATRIC","CDS",1059554,1060096,543,"+","FIG01108688","PLF_1279_00000994","PGF_08225224",,180,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1039","AA076_05335",,"PATRIC.1241616.6.CP011526.CDS.1060250.1060516.fwd","PATRIC","CDS",1060250,1060516,267,"+","FIG00000809","PLF_1279_00000907","PGF_08051111",,88,,"Phosphotransferase system, phosphocarrier protein HPr",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1040","AA076_05340",,"PATRIC.1241616.6.CP011526.CDS.1060519.1062237.fwd","PATRIC","CDS",1060519,1062237,1719,"+","FIG00028694","PLF_1279_00000657","PGF_00033423",,572,,"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1041","AA076_05345",,"PATRIC.1241616.6.CP011526.CDS.1062474.1062707.rev","PATRIC","CDS",1062474,1062707,234,"-","FIG00003291","PLF_1279_00001903","PGF_10319102",,77,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1042","AA076_05350",,"PATRIC.1241616.6.CP011526.CDS.1062905.1064266.fwd","PATRIC","CDS",1062905,1064266,1362,"+","FIG00096593","PLF_1279_00000989","PGF_01605461",,453,,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)","GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.1043","AA076_05355",,"PATRIC.1241616.6.CP011526.CDS.1064263.1065282.fwd","PATRIC","CDS",1064263,1065282,1020,"+","FIG00000390","PLF_1279_00001254","PGF_00420574",,339,,"Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)","GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616.6","CP011526","fig|1241616.6.peg.92","AA076_00475",,"PATRIC.1241616.6.CP011526.CDS.106518.107318.rev","PATRIC","CDS",106518,107318,801,"-","FIG00010478","PLF_1279_00001053","PGF_05593819",,266,,"ABC transporter, permease protein (cluster 12, methionine/phosphonates)",
