Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2089","SAOUHSC_02305","VBIStaAur99865_2089",,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1434","AA076_07350",,"Q5HFX3","Staphylococcus aureus (strain COL)",,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)","Lauryl Dimethylamine-N-Oxide","Drug target",,100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.120","SAOUHSC_00128","VBIStaAur99865_0120","VFG001311","Staphylococcus aureus subsp. aureus MW2",,"UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336)",,"Antiphagocytosis",,100,100,98,"1e-242"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2352","AA076_12245",,,,,"Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2012","SA1859","VBIStaAur116463_2012",,,"ilvB","Acetolactate synthase large subunit (EC 2.2.1.6)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2592","SA2391","VBIStaAur116463_2592",,,"panC","Pantoate--beta-alanine ligase (EC 6.3.2.1)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1062","SAOUHSC_01159","VBIStaAur99865_1062","P41972","Staphylococcus aureus","ileS","Isoleucyl-tRNA synthetase (EC 6.1.1.5)","Mupirocin","Drug target",,100,100,99,"0.0"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.2400","V070_02469",,,,,"Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.2161","V070_02219",,,,,"LSU ribosomal protein L7p/L12p (P1/P2)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2320","SA2136","VBIStaAur116463_2320",,,"fni","Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.544","AA076_02850",,,,,"Phosphomevalonate kinase (EC 2.7.4.2)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.1247","V070_01254",,,,,"LSU ribosomal protein L18p (L5e)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2312","AA076_12050",,"Q7A3X3","Staphylococcus aureus (strain N315)",,"Heme efflux system ATPase HrtA","the atp-binding cassette (abc) superfamily.","3.A.1.122.4","11418146",100,100,99,"1e-120"
"BLASTP","Human Homolog","Human","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2123","SAOUHSC_02345","VBIStaAur99865_2123","NP_001001937.1","Homo sapiens",,"ATP synthase alpha chain (EC 3.6.3.14)",,,,90,98,59,"0.0"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1526","SAOUHSC_01678","VBIStaAur99865_1526",,,"rpsU","SSU ribosomal protein S21p","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.185","SA0176","VBIStaAur116463_0185",,,,"N-acetylglutamate kinase (EC 2.7.2.8)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1823","AA076_09320",,"VFG001276","Staphylococcus aureus subsp. aureus MW2",,"Cytolytic pore-forming protein F component => Leukotoxin LukD",,"Toxin;Membrane-damaging;Pore-forming;Channel-forming involving beta-sheet-containing toxin (beta-barrel);Biocomponent leukocidin",,99,98,82,"1e-160"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.759","SA0719","VBIStaAur116463_0759","P66010","Staphylococcus aureus (strain Mu50 / ATCC 700699)","trxB","Thioredoxin reductase (EC 1.8.1.9)","Azelaic Acid","Drug target",,100,100,100,"1e-178"
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.842","SAOUHSC_00921","VBIStaAur99865_0842",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"BLAT","Antibiotic Resistance","CARD","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1813","SA1683","VBIStaAur116463_1813","YP_186749.1","Staphylococcus aureus subsp. aureus COL",,"Efflux ABC transporter, permease/ATP-binding protein YgaD",,"efflux pump conferring antibiotic resistance",,100,100,100,"0.0"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2640","SA2438","VBIStaAur116463_2640",,,,"Isochorismatase (EC 3.3.2.1)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1606","SA1488","VBIStaAur116463_1606",,,"valS","Valyl-tRNA synthetase (EC 6.1.1.9)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.104","AA076_00530",,"P72367","Staphylococcus aureus",,"Capsular polysaccharide synthesis enzyme Cap5A / Tyrosine-protein kinase transmembrane modulator EpsC","the cytoplasmic membrane-periplasmic auxiliary-1 (mpa1) protein with cytoplasmic (c) domain (mpa1-c or mpa1+c) family.","8.A.3.2.4","8606192;9045821;9245821",100,100,99,"1e-117"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.481","AA076_02545",,,,,"Cysteinyl-tRNA synthetase (EC 6.1.1.16)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Virulence Factor","Victors","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.846","SAOUHSC_00925","VBIStaAur99865_0846","15926577","Staphylococcus aureus subsp. aureus N315",,"Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)",,,"9383163",100,100,100,"1e-208"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1539","SAOUHSC_01690","VBIStaAur99865_1539",,,"holA","DNA polymerase III delta subunit (EC 2.7.7.7)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1","SAOUHSC_00001","VBIStaAur99865_0001",,,"dnaA","Chromosomal replication initiator protein DnaA","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2708","SAOUHSC_03001","VBIStaAur99865_2708","VFG001284","Staphylococcus aureus subsp. aureus MW2",,"Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR",,"Adherence;Biofilm formation",,100,100,100,"1e-103"
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.104","SA0099","VBIStaAur116463_0104",,,,"MFS-type transporter quinolone resistance protein NorB/NorC",,"efflux pump conferring antibiotic resistance","15774883;16495280",,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1455","AA076_07455",,,,,"Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Drug Target","TTD","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.532","SA0506","VBIStaAur116463_0532","TTDI02058",,"tuf","Translation elongation factor Tu",,,,100,100,100,"1e-228"
"BLAT","Antibiotic Resistance","NDARO","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2720","SAP010","VBIStaAur116463_2720","WP_000733285.1","Staphylococcus aureus","blaZ","Class A beta-lactamase (EC 3.5.2.6) => BlaZ family","class A beta-lactamase BlaZ",,,100,100,100,"1e-157"
"BLAT","Virulence Factor","Victors","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.882","AA076_04540",,"156979255","Staphylococcus aureus subsp. aureus Mu3",,"Hypothetical NagD-like phosphatase",,,"15664928",100,100,99,"1e-144"
"Literature","Virulence Factor","Victors","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1287","SA1194","VBIStaAur116463_1287","15926941","Staphylococcus aureus subsp. aureus N315","msrA","Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)",,,"9383163",100,100,100,"8e-98"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2388","SAOUHSC_02640","VBIStaAur99865_2388","Q7A3X3","Staphylococcus aureus (strain N315)",,"Heme efflux system ATPase HrtA","the atp-binding cassette (abc) superfamily.","3.A.1.122.4","11418146",100,100,99,"1e-120"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1172","SA1093","VBIStaAur116463_1172","Q06AK7","Staphylococcus aureus",,"DNA topoisomerase I (EC 5.99.1.2)","Pefloxacin;Novobiocin","Drug target",,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2516","AA076_13095",,"Q79ZY6","Staphylococcus aureus (strain MW2)",,"Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)","S-Acetyl-Cysteine;Acetoacetyl-Coenzyme A;(S)-Hmg-Coa","Drug target",,100,100,100,"1e-226"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1409","AA076_07220",,"P0A017","Staphylococcus aureus",,"Dihydrofolate reductase (EC 1.5.1.3)","'5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-chroman-5-yl]methyl]pyrimidine-2,4-diamine;5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine;5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine'","Drug target",,100,100,100,"7e-90"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2395","SA2209","VBIStaAur116463_2395","P0A076","Staphylococcus aureus (strain MW2)","hlgB","Cytolytic pore-forming protein F component => Gamma-hemolysin HlgB","'N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium'","Drug target",,100,100,100,"1e-192"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.625","SA0594","VBIStaAur116463_0625","D1GQ18","Staphylococcus aureus (strain TW20 / 0582)","tagG","Teichoic acid translocation permease protein TagG","the atp-binding cassette (abc) superfamily.","3.A.1.104.2",,100,100,99,"1e-158"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2205","SA2036","VBIStaAur116463_2205",,,"rplX","LSU ribosomal protein L24p (L26e)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2384","SAOUHSC_02636","VBIStaAur99865_2384",,,,"Teicoplanin-resistance associated HTH-type transcriptional regulator TcaR",,"antibiotic resistance gene cluster, cassette, or operon","11042376;15060048",,,,
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1466","AA076_07520",,"VFG001278","Staphylococcus aureus subsp. aureus MW2",,"Elastin binding protein EbpS",,"Adherence",,100,100,95,"1e-277"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2107","AA076_11020",,"Q5HE38","Staphylococcus aureus (strain COL)",,"Uncharacterized MFS-type transporter","the major facilitator superfamily (mfs).","2.A.1.3.39","15774886",100,100,100,"1e-268"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.523","SA0497","VBIStaAur116463_0523",,,"rplJ","LSU ribosomal protein L10p (P0)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2654","AA076_13805",,,,"hisH","Imidazole glycerol phosphate synthase amidotransferase subunit HisH","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1415","SA1316","VBIStaAur116463_1415",,,,"Substrate-specific component RibU of riboflavin ECF transporter","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1491","SA1385","VBIStaAur116463_1491",,,,"Zinc ABC transporter, ATP-binding protein ZnuC","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1674","SA1552","VBIStaAur116463_1674","Q931P4","Staphylococcus aureus (strain Mu50 / ATCC 700699)",,"Cell surface receptor IsdH for hemoglobin-haptoglobin complexes","the gram-positive bacterial hemoglobin receptor (isd) family.","9.A.39.1.2","11418146;11830639;11952908;15213324;15240116;15718231;15880095;16544250;17287214;18097052;18194816",100,100,99,"0.0"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.1727","V070_01745",,,,,"Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1446","SAOUHSC_01589","VBIStaAur99865_1446",,,,"Segregation and condensation protein A","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1669","AA076_08530",,,,,"Helicase loader DnaI","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1506","AA076_07715",,,,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1347","AA076_06900",,,,,"Anthranilate synthase, aminase component (EC 4.1.3.27)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.144","V070_00147",,,,,"Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1448","AA076_07420",,,,,"3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"Literature","Virulence Factor","Victors","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.209","SA0198","VBIStaAur116463_0209","15925909","Staphylococcus aureus subsp. aureus N315","oppF","Putative glutathione transporter, ATP-binding component",,,"9383163",100,100,100,"1e-302"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1598","SAOUHSC_01755","VBIStaAur99865_1598",,,"rpmA","LSU ribosomal protein L27p","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1487","SA1381","VBIStaAur116463_1487","Q2FGH1","Staphylococcus aureus (strain USA300)","pbp3","Uncharacterized protein YqgF","Benzylpenicillin","Drug target",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.944","AA076_04850",,"Q2FZR3","Staphylococcus aureus (strain NCTC 8325)",,"Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)","the atp-binding cassette (abc) superfamily.","3.A.1.5.19",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2725","AA076_14150",,"P30329","Staphylococcus aureus",,"Arsenite/antimonite:H+ antiporter ArsB","the arsenite-antimonite (arsb) efflux family.","2.A.45.1.1","1534328",100,100,99,"1e-238"
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2139","SAOUHSC_02362","VBIStaAur99865_2139",,,"rho","Transcription termination factor Rho",,"antibiotic target in susceptible species","8466900",,,,
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1336","SAOUHSC_01467","VBIStaAur99865_1336","Q5HFX3","Staphylococcus aureus (strain COL)",,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)","Lauryl Dimethylamine-N-Oxide","Drug target",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2442","SA2254","VBIStaAur116463_2442","Q2FVE8","Staphylococcus aureus (strain NCTC 8325)","opp-1B","Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)","the atp-binding cassette (abc) superfamily.","3.A.1.5.43",,100,100,99,"1e-172"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2248","SAOUHSC_02492","VBIStaAur99865_2248",,,"rplO","LSU ribosomal protein L15p (L27Ae)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.6","SA0006","VBIStaAur116463_0006","P20831","Staphylococcus aureus","gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Ciprofloxacin","Drug target",,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2005","AA076_10460",,,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2333","SA2149","VBIStaAur116463_2333","Q7A3X3","Staphylococcus aureus (strain N315)",,"Heme efflux system ATPase HrtA","the atp-binding cassette (abc) superfamily.","3.A.1.122.4","11418146",100,100,100,"1e-120"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus C0673","fig|1413510.3.peg.2348","V070_02415",,,,,"Pantoate--beta-alanine ligase (EC 6.3.2.1)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2371","SA2186","VBIStaAur116463_2371",,,"nasF","Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.121","SAOUHSC_00129","VBIStaAur99865_0121","VFG001312","Staphylococcus aureus subsp. aureus MW2",,"UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)",,"Antiphagocytosis",,100,100,99,"1e-220"
"BLAT","Drug Target","DrugBank","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.629","SA0598","VBIStaAur116463_0629","P72355","Staphylococcus aureus","pbp4","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) / Penicillin binding protein PBP4","Doripenem","Drug target",,100,100,99,"1e-249"
"FBA","Essential Gene","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2210","SA2041","VBIStaAur116463_2210",,,"rpsC","SSU ribosomal protein S3p (S3e)","Essential gene, predicted using metabolic flux-balance analysis in LB media","",,,,,
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1901","SA1758","VBIStaAur116463_1901","VFG001328","Staphylococcus aureus subsp. aureus MW2","sak","Staphylokinase",,"Plasminogen activator;Tissue invasion",,100,100,98,"6e-88"
"K-mer Search","Antibiotic Resistance","PATRIC","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1598","SA1480","VBIStaAur116463_1598",,,"ermA","23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(A)",,"antibiotic target modifying enzyme","11909834;15980403",,,,
"BLASTP","Human Homolog","Human","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.1515","SA1409","VBIStaAur116463_1515","NP_004125.3","Homo sapiens","dnaK","Chaperone protein DnaK",,,,91,97,51,"0.0"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus N315","fig|158879.11.peg.2443","SA2255","VBIStaAur116463_2443","G8V0I4","Staphylococcus aureus subsp. aureus 11819-97","opp-1A","Nickel ABC transporter, substrate-binding protein NikA (TC 3.A.1.5.3)","the atp-binding cassette (abc) superfamily.","3.A.1.5.33",,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.2646","AA076_13765",,"VFG001286","Staphylococcus aureus subsp. aureus MW2",,"Polysaccharide intercellular adhesin (PIA) biosynthesis protein IcaD",,"Adherence;Biofilm formation",,100,100,100,"8e-51"
"BLAT","Antibiotic Resistance","CARD","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.1243","SAOUHSC_01359","VBIStaAur99865_1243","ADJ67256","Staphylococcus aureus",,"L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)",,"antibiotic resistant gene variant or mutant;lipopeptide antibiotic resistance gene;peptide antibiotic resistance gene",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus DSM 20231","fig|1241616.6.peg.1059","AA076_05435",,"Q7A677","Staphylococcus aureus (strain N315)",,"Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)","the atp-binding cassette (abc) superfamily.","3.A.1.11.8",,100,100,100,"1e-150"
"BLAT","Transporter","TCDB","Staphylococcus aureus subsp. aureus NCTC 8325","fig|93061.5.peg.2303","SAOUHSC_02554","VBIStaAur99865_2303","Q99RY8","Staphylococcus aureus",,"Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)","the atp-binding cassette (abc) superfamily.","3.A.1.14.7","10746769;10913070;11418146;11489851",100,100,100,"1e-176"
